noise,poly_name,family,sweep_parameter,sweep_value,degree,q,epsilon,n_samples,seed,target,emp_naive_mean,emp_naive_var,emp_naive_mse,emp_naive_bias,sym_naive_mean,sym_naive_var,sym_naive_mse,sym_naive_bias,err_naive_var_rel,err_naive_mse_rel,emp_unbiased_mean,emp_unbiased_var,emp_unbiased_mse,emp_unbiased_bias,sym_unbiased_mean,sym_unbiased_var,sym_unbiased_mse,sym_unbiased_bias,err_unbiased_var_rel,err_unbiased_mse_rel,emp_var_ratio_unbiased_over_naive,emp_mse_ratio_unbiased_over_naive,sym_var_ratio_unbiased_over_naive,sym_mse_ratio_unbiased_over_naive
laplace,quadratic,baseline,fixed,nan,2,-2.0,10.0,20000,1337,4.0,4.022425059857381,0.31633894218722136,0.3168418254968285,0.022425059857381413,4.02,0.322,0.3224,0.02,0.017580924884405737,0.017239995357231797,4.002425059857383,0.31633894218722153,0.3163448231025335,0.0024250598573827276,4.0,0.322,0.322,0.0,0.017580924884405217,0.017562661172256303,1.0000000000000004,0.9984313864070323,1.0,0.998759305210918
laplace,quadratic,baseline,fixed,nan,2,-1.0,0.1,20000,1337,1.0,198.40340870323456,186058.93796609415,225027.04373375044,197.40340870323456,200.99999999999997,200799.99999999997,240799.99999999994,199.99999999999997,0.07341166351546725,0.06550231007578698,-1.596591296765438,186058.93796609415,186065.68025245657,-2.596591296765438,1.0,200799.99999999997,200799.99999999997,0.0,0.07341166351546725,0.0733780863921484,1.0,0.8268591950779368,1.0,0.8338870431893689
laplace,quadratic,baseline,fixed,nan,2,-1.0,0.5,20000,1337,1.0,8.91772202842734,324.34033969800134,387.03066181744487,7.91772202842734,9.0,352.0,416.0,8.0,0.07857858040340528,0.06963783216960369,0.917722028427339,324.34033969800134,324.34710936260745,-0.08227797157266104,1.0,352.0,352.0,0.0,0.07857858040340528,0.07855934840168337,1.0,0.8380398282645521,1.0,0.8461538461538461
laplace,quadratic,baseline,fixed,nan,2,-1.0,1.0,20000,1337,1.0,2.9861760321999467,25.90374408809856,29.848639318984077,1.9861760321999467,3.0,28.0,32.0,2.0,0.0748662825679086,0.0672300212817476,0.9861760321999465,25.90374408809856,25.903935190184292,-0.01382396780005346,1.0,28.0,28.0,0.0,0.0748662825679086,0.07485945749341814,1.0,0.8678430836781592,1.0,0.875
laplace,quadratic,baseline,fixed,nan,2,-1.0,2.0,20000,1337,1.0,1.4999167705965424,3.0627829175921972,3.312699695115873,0.4999167705965424,1.5,3.25,3.5,0.5,0.057605256125477775,0.053514372824036247,0.9999167705965423,3.0627829175921972,3.0627829245193308,-8.322940345772967e-05,1.0,3.25,3.25,0.0,0.057605256125477775,0.05760525399405207,1.0,0.92455797579086,1.0,0.9285714285714286
laplace,quadratic,baseline,fixed,nan,2,-1.0,5.0,20000,1337,1.0,1.0816056093177935,0.34078971119526746,0.3474491866673958,0.08160560931779348,1.08,0.352,0.3584,0.08,0.03184741137708101,0.030554724700346456,1.0016056093177936,0.3407897111952674,0.3407922891765488,0.0016056093177936326,1.0,0.352,0.352,0.0,0.03184741137708117,0.03184008756662267,0.9999999999999999,0.9808406588753379,1.0,0.9821428571428571
laplace,quadratic,baseline,fixed,nan,2,-1.0,7.0,20000,1337,1.0,1.0421861700676998,0.16710752904496085,0.16888720198994175,0.04218617006769976,1.0408163265306123,0.1715951686797168,0.17326114119117034,0.04081632653061224,0.02615248243458508,0.025244778899398624,1.0013698435370875,0.16710752904496085,0.16710940551627695,0.0013698435370874673,1.0,0.1715951686797168,0.17159516867971678,0.0,0.02615248243458508,0.026141546979172356,1.0,0.9894734683699083,1.0,0.9903846153846154
laplace,quadratic,baseline,fixed,nan,2,-1.0,10.0,20000,1337,1.0,1.0210759548387593,0.08019309576411113,0.08063729163647654,0.021075954838759348,1.02,0.082,0.0824,0.02,0.02203541751083995,0.02139209179033329,1.0010759548387593,0.08019309576411113,0.08019425344292616,0.0010759548387593298,1.0,0.082,0.082,0.0,0.02203541751083995,0.022021299476510273,1.0,0.9945057902546175,1.0,0.9951456310679612
laplace,quadratic,baseline,fixed,nan,2,0.0,0.1,20000,1337,0.0,197.26849820137232,185840.77333961485,224755.63372223973,197.26849820137232,199.99999999999997,199999.99999999997,239999.99999999994,199.99999999999997,0.07079613330192559,0.06351819282400091,-2.7315017986276735,185840.77333961485,185848.2344416908,-2.7315017986276735,0.0,199999.99999999997,199999.99999999997,0.0,0.07079613330192559,0.07075882779154592,1.0,0.826890215670269,1.0,0.8333333333333334
laplace,quadratic,baseline,fixed,nan,2,0.0,0.5,20000,1337,0.0,7.890739928054891,297.34523734338387,359.6090139555835,7.890739928054891,8.0,320.0,384.0,8.0,0.0707961333019254,0.06351819282400124,-0.10926007194510791,297.34523734338387,297.3571751067052,-0.10926007194510791,0.0,320.0,320.0,0.0,0.0707961333019254,0.07075882779154626,1.0,0.8268902156702689,1.0,0.8333333333333334
