noise,poly_name,degree,q,epsilon,n_samples,seed,target,emp_naive_mean,emp_naive_var,emp_naive_mse,emp_naive_bias,sym_naive_mean,sym_naive_var,sym_naive_mse,sym_naive_bias,err_naive_var_rel,err_naive_mse_rel,emp_unbiased_mean,emp_unbiased_var,emp_unbiased_mse,emp_unbiased_bias,sym_unbiased_mean,sym_unbiased_var,sym_unbiased_mse,sym_unbiased_bias,err_unbiased_var_rel,err_unbiased_mse_rel,emp_var_ratio_unbiased_over_naive,emp_mse_ratio_unbiased_over_naive,sym_var_ratio_unbiased_over_naive,sym_mse_ratio_unbiased_over_naive
laplace,monomial_deg_5,5,3.0,0.5,20000,1337,243.0,7983.4972691128105,6780761294.340022,6840676592.313165,7740.4972691128105,8163.0,8674662600.0,8737389000.0,7920.0,0.2183256448106671,0.21708000040822667,88.47895230836434,3966643641.9661264,3966667518.7203064,-154.52104769163566,243.0,5549805000.0,5549805000.0,0.0,0.2852643215453288,0.28526001927629774,0.5849849994390938,0.5798647933711165,0.6397718569480731,0.6351788846759598
laplace,monomial_deg_5,5,3.0,1.0,20000,1337,243.0,1125.678480077756,30292854.772302978,31071976.071495354,882.6784800777559,1143.0,35222850.0,36032850.0,900.0,0.1399658241084132,0.13767642383282605,231.649446959092,19003449.972344484,19003578.80739882,-11.35055304090801,243.0,23108850.0,23108850.0,0.0,0.1776548823353614,0.17764930719621191,0.6273244999583039,0.611598656090374,0.6560755305149923,0.6413272888489253
laplace,monomial_deg_5,5,3.0,2.0,20000,1337,243.0,397.4421812644936,503311.29997244204,527163.6873261768,154.44218126449363,400.5,534600.0,559406.25,157.5,0.058527310189970004,0.05763711555568642,240.62391316354694,365145.9631897589,365151.60897841334,-2.376086836453055,243.0,392062.5,392062.5,0.0,0.06865368865994864,0.06863928843382539,0.725487314132927,0.6926721581118309,0.7333754208754208,0.7008547008547008
laplace,monomial_deg_6,6,0.0,0.2,20000,1337,0.0,10288119.700439686,7.406893442925378e+16,7.417477983622435e+16,10288119.700439686,11249999.999999996,1.1681718749999994e+17,1.1694374999999994e+17,11249999.999999996,0.36594146790895976,0.3657225817008229,-247300.63029029855,3.770495504160723e+16,3.770501619920898e+16,-247300.63029029855,0.0,7.264687499999995e+16,7.264687499999995e+16,0.0,0.48098311122663906,0.48098226937897876,0.5090522137539424,0.5083266345038098,0.6218851570964247,0.6212121212121211
laplace,monomial_deg_6,6,0.0,0.5,20000,1337,0.0,42140.13829300096,1242670511809.428,1244446303064.7812,42140.13829300096,46080.0,1959867187200.0,1961990553600.0,46080.0,0.36594146790895976,0.3657225817008229,-1012.94338166907,632584175003.3336,632585201057.628,-1012.94338166907,0.0,1218812313600.0,1218812313600.0,0.0,0.4809831112266393,0.4809822693789791,0.5090522137539422,0.5083266345038095,0.6218851570964247,0.6212121212121212
laplace,monomial_deg_6,6,0.0,1.0,20000,1337,0.0,658.43966082814,303386355.4222236,303819898.2091751,658.43966082814,720.0,478483200.0,479001600.0,720.0,0.36594146790895976,0.3657225817008229,-15.82724033857922,154439495.85042325,154439746.35195997,-15.82724033857922,0.0,297561600.0,297561600.0,0.0,0.4809831112266393,0.4809822693789791,0.5090522137539422,0.5083266345038095,0.6218851570964247,0.6212121212121212
laplace,monomial_deg_6,6,0.0,2.0,20000,1337,0.0,10.288119700439687,74068.93442925382,74174.77983622439,10.288119700439687,11.25,116817.1875,116943.75,11.25,0.36594146790895976,0.3657225817008229,-0.2473006302903003,37704.95504160724,37705.01619920898,-0.2473006302903003,0.0,72646.875,72646.875,0.0,0.4809831112266393,0.4809822693789791,0.5090522137539422,0.5083266345038095,0.6218851570964247,0.6212121212121212
laplace,monomial_deg_6,6,1.0,0.2,20000,1337,1.0,10574978.122187633,7.0174804731593016e+16,7.02866348727278e+16,10574977.122187633,11475750.999999996,1.1915873879141422e+17,1.1929043162947672e+17,11475749.999999996,0.4110813403754376,0.4107940267075038,-231549.08438888416,3.4563392645174376e+16,3.456344626061595e+16,-231550.08438888416,1.0,7.410466208711426e+16,7.410466208711424e+16,0.0,0.533586799106605,0.5335860755969084,0.4925327940330382,0.4917499084029566,0.6218986776692348,0.6212121213316404
laplace,monomial_deg_6,6,1.0,0.5,20000,1337,1.0,48443.140041585764,1201699252072.6755,1204045893004.4844,48442.140041585764,51961.0,2209691546208.0,2212391387808.0,51960.0,0.45616877878956297,0.4557717501343952,-1001.7560992373733,571155661467.004,571156666986.7986,-1002.7560992373733,1.0,1374364411488.0,1374364411488.0,0.0,0.5844219650240915,0.5844212333987772,0.47529001992959724,0.4743645323697569,0.621971158755852,0.6212121503734911
laplace,monomial_deg_6,6,1.0,1.0,20000,1337,1.0,1052.7387275032322,390951645.1784105,392057799.5293405,1051.7387275032322,1111.0,737903772.0,739135872.0,1110.0,0.4701861407771602,0.4695727614078775,-21.331926853627234,185285445.70467538,185285944.4196324,-22.331926853627234,1.0,459161532.0,459161532.0,0.0,0.5964700159056979,0.596468929762974,0.47393443150781606,0.47259854195495,0.6222512330510217,0.6212139734979606
laplace,monomial_deg_6,6,1.0,2.0,20000,1337,1.0,40.81069166390638,267986.10600899934,269570.997179758,39.81069166390638,42.25,438180.1875,439881.75,41.25,0.3884111750054894,0.38717394577120334,0.1984381794548316,138281.13829558465,138281.78079693683,-0.8015618205451684,1.0,273308.625,273308.625,0.0,0.49404766023909913,0.49404530941188984,0.5160011478018229,0.5129698010677551,0.6237356977715931,0.6213229464509497
laplace,monomial_deg_6,6,3.0,0.2,20000,1337,729.0,12479088.83303378,7.412590464737771e+16,7.428161411150038e+16,12478359.83303378,13336478.999999996,1.3845488644370062e+17,1.386327286717631e+17,13335749.999999996,0.46462052332461923,0.46418414451485757,-257286.0990615466,3.5011837515310708e+16,3.501190408710205e+16,-258015.0990615466,729.0,8.612034351140066e+16,8.612034351140064e+16,0.0,0.593454506940328,0.5934537339314356,0.4723293116200679,0.47134010893392064,0.6220101415230256,0.6212122082319061
laplace,monomial_deg_6,6,3.0,0.5,20000,1337,729.0,103849.65082035698,2591362869656.074,2601996738281.6885,103120.65082035698,108369.0,4603661596512.0,4615247966112.0,107640.0,0.43710830708767984,0.4362173479329486,-1471.4538438242578,1278289592535.6006,1278294434532.7195,-2200.453843824258,729.0,2867143109472.0,2867143109472.0,0.0,0.5541591250493929,0.5541574362613088,0.493288534579202,0.49127441849788095,0.6227962349891906,0.621232733435849
laplace,monomial_deg_6,6,3.0,1.0,20000,1337,729.0,6950.585114930922,3372660790.892097,3411368912.2344265,6221.585114930922,7119.0,4771718748.0,4812550848.0,6390.0,0.29319790855114813,0.2911516116962955,625.834285887124,1870849758.9635189,1870860402.1280863,-103.165714112876,729.0,2994812028.0,2994812028.0,0.0,0.3753031103548383,0.3752995564875278,0.5547103236755284,0.5484192563924972,0.6276170466365466,0.6222920281963533
laplace,monomial_deg_6,6,3.0,2.0,20000,1337,729.0,1534.1994184509947,18517741.383888505,19166087.48736232,805.1994184509947,1550.25,21063174.1875,21737625.75,821.25,0.12084754087644059,0.1182989482021825,717.7056514066942,11993100.700438762,11993228.262748908,-11.294348593305813,729.0,14099882.625,14099882.625,0.0,0.149418401599016,0.14940935455135335,0.6476546168245684,0.6257525575137319,0.6694092020265214,0.6486394966570809
laplace,monomial_deg_8,8,0.0,0.2,20000,1337,0.0,14437031329.363625,5.8553550144136396e+23,5.857439293149689e+23,14437031329.363625,15749999999.999992,3.1923163124999973e+24,3.1925643749999973e+24,15749999999.999992,0.816579735802304,0.816528702161262,33663748.74806475,1.6172001948217322e+23,1.6172002061542124e+23,33663748.74806475,0.0,1.9319107499999983e+24,1.9319107499999983e+24,0.0,0.9162901187427145,0.91629011815612,0.2761916554744854,0.2760933789011758,0.6051752272903878,0.6051282051282051
laplace,monomial_deg_8,8,0.0,0.5,20000,1337,0.0,9461452.852011746,2.514855829337619e+17,2.515751020238328e+17,9461452.852011746,10321920.0,1.3710894160674816e+18,1.371195958099968e+18,10321920.0,0.8165797358023043,0.816528702161262,22061.87437953043,6.94582194784417e+16,6.9458219965168024e+16,22061.87437953043,0.0,8.297493490040832e+17,8.297493490040832e+17,0.0,0.9162901187427145,0.9162901181561202,0.27619165547448543,0.2760933789011758,0.6051752272903878,0.6051282051282051
laplace,monomial_deg_8,8,0.0,1.0,20000,1337,0.0,36958.80020317088,3837365462246.1226,3838731415158.5815,36958.80020317088,40320.0,20921164185600.0,20922789888000.0,40320.0,0.8165797358023043,0.816528702161262,86.17919679504074,1059848319678.3706,1059848327105.225,86.17919679504074,0.0,12660970291200.0,12660970291200.0,0.0,0.9162901187427145,0.9162901181561202,0.27619165547448543,0.2760933789011758,0.6051752272903878,0.6051282051282051
laplace,monomial_deg_8,8,0.0,2.0,20000,1337,0.0,144.37031329363626,58553550.14413639,58574392.93149691,144.37031329363626,157.5,319231631.25,319256437.5,157.5,0.8165797358023043,0.816528702161262,0.3366374874806279,16172001.948217325,16172002.06154213,0.3366374874806279,0.0,193191075.0,193191075.0,0.0,0.9162901187427145,0.9162901181561202,0.27619165547448543,0.2760933789011758,0.6051752272903878,0.6051282051282051
laplace,monomial_deg_8,8,1.0,0.2,20000,1337,1.0,14654669159.678606,5.0547033328582e+23,5.056850926139703e+23,14654669158.678606,16066051400.999992,3.2563706661036703e+24,3.256628784111258e+24,16066051399.999992,0.8447749396137916,0.8447212973486098,-150300211.38407734,1.27756669935685e+23,1.277566925258388e+23,-150300212.38407734,1.0,1.9706779308981142e+24,1.9706779308981142e+24,0.0,0.9351712078708563,0.9351711964077178,0.2527481071049219,0.2526408122205921,0.6051761709474186,0.6051282051282112
laplace,monomial_deg_8,8,1.0,0.5,20000,1337,1.0,10555850.6602433,2.0104823365674467e+17,2.0115965961879427e+17,10555849.6602433,11639265.0,1.5460606932498243e+18,1.546196165716286e+18,11639264.0,0.8699609694919928,0.869900298500866,-295412.70907191257,4.5749350929632344e+16,4.574943819889186e+16,-295413.70907191257,1.0,9.356469105500954e+17,9.356469105500954e+17,0.0,0.9511040431878999,0.9511039499163264,0.22755410528869158,0.22742849279815297,0.6051812290650522,0.6051282051373155
laplace,monomial_deg_8,8,1.0,1.0,20000,1337,1.0,56333.00153674338,4128904041808.697,4132077336205.833,56332.00153674338,62217.0,32281680947392.0,32285551778048.0,62216.0,0.8720976132396147,0.8720146595414433,-2620.3672034376154,963598747157.2894,963605618723.3044,-2621.3672034376154,1.0,19536898074304.0,19536898074304.0,0.0,0.9506780071487057,0.9506776554262372,0.2333788185436196,0.23320125455544086,0.6052007671515743,0.6051282074599008
laplace,monomial_deg_8,8,1.0,2.0,20000,1337,1.0,546.2524069961377,233877357.6651281,234174657.8524632,545.2524069961377,592.5,1200754137.25,1201104009.5,591.5,0.8052246080944093,0.8050338222166569,-25.097276298551755,72536534.4267698,72537215.4946,-26.097276298551755,1.0,726822625.0,726822625.0,0.0,0.9002005001883785,0.9001995631401815,0.31014774217959806,0.3097568975217658,0.6053051182189462,0.6051287975489853
laplace,monomial_deg_8,8,3.0,0.2,20000,1337,6561.0,16913091942.305016,4.7713632928245684e+23,4.774223817395721e+23,16913085381.305016,18671077160.999992,3.7843254144395087e+24,3.784674023316859e+24,18671070599.999992,0.8739177324809619,0.8738537642084264,-557632423.9422711,1.068057771128329e+23,1.0680608807407045e+23,-557638984.9422711,6561.0,2.2902129988733293e+24,2.2902129988733293e+24,0.0,0.9533642603699412,0.9533641245916369,0.2238475055409282,0.22371403637362736,0.6051839490691711,0.6051282051673778
laplace,monomial_deg_8,8,3.0,0.5,20000,1337,6561.0,22140523.860906933,5.00272440006804e+17,5.0076235231873197e+17,22133962.860906933,24281217.0,3.225024978717722e+18,3.2256142376416404e+18,24274656.0,0.8448779642613145,0.8447544202666787,-1121797.9228530296,1.3578327213176096e+17,1.3578454532561976e+17,-1128358.9228530296,6561.0,1.951910346483132e+18,1.951910346483132e+18,0.0,0.9304357024509813,0.9304350501700703,0.2714186536638201,0.2711556583614612,0.6052388305095288,0.605128264782909
laplace,monomial_deg_8,8,3.0,1.0,20000,1337,6561.0,382078.2355041144,60738841617184.83,60879854811345.51,375517.2355041144,405225.0,210479368003776.0,210638300988672.0,398664.0,0.7114261497778007,0.7109744309292564,-7154.53093201735,22806185147372.21,22806373263160.96,-13715.530932017351,6561.0,127466260182720.0,127466260182720.0,0.0,0.8210806129035239,0.8210791370950355,0.3754794220658904,0.3746128063845315,0.6055997858204955,0.6051428424195989
laplace,monomial_deg_8,8,3.0,2.0,20000,1337,6561.0,27658.07421060984,37501732734.20575,37946819274.45373,21097.07421060984,28264.5,63594549353.25,64065591265.5,21703.5,0.4102995757404605,0.4076879878124454,6179.282352295914,19192712485.740273,19192858194.10284,-381.7176477040857,6561.0,38919629169.0,38919629169.0,0.0,0.5068629147929415,0.5068591709658373,0.5117820187608128,0.5057830553672706,0.6119963041614196,0.6074966046549021
laplace,monomial_deg_10,10,0.0,0.2,20000,1337,0.0,29727062506521.62,5.23073399440116e+30,5.231617692646427e+30,29727062506521.62,35437499999999.98,2.3201836013671848e+32,2.3201961595312473e+32,35437499999999.98,0.9774555169197864,0.9774518302206682,-2756257984546.5283,3.877048412595726e+29,3.8771243821765e+29,-2756257984546.5283,0.0,1.3827794449218735e+32,1.3827794449218735e+32,0.0,0.9971961917521743,0.9971961368124072,0.07412054248496706,0.07410947454410123,0.5959784579578361,0.5959752321981424
laplace,monomial_deg_10,10,0.0,0.5,20000,1337,0.0,3117108429.483842,5.7512528486472775e+22,5.7522244851433935e+22,3117108429.483842,3715891200.0,2.551068848278418e+24,2.5510826561258285e+24,3715891200.0,0.9774555169197864,0.9774518302206682,-289014597.24038666,4.2628598110994836e+21,4.2629433405369017e+21,-289014597.24038666,0.0,1.5203820783412445e+24,1.5203820783412445e+24,0.0,0.9971961917521743,0.9971961368124072,0.07412054248496706,0.07410947454410123,0.5959784579578361,0.5959752321981424
laplace,monomial_deg_10,10,0.0,1.0,20000,1337,0.0,3044051.2006678144,5.48482212891319e+16,5.485748753684419e+16,3044051.2006678144,3628800.0,2.4328888399872e+18,2.43290200817664e+18,3628800.0,0.9774555169197864,0.9774518302206682,-282240.8176175651,4065379916285976.0,4065459576165105.5,-282240.8176175651,0.0,1.4499493392384e+18,1.4499493392384e+18,0.0,0.9971961917521743,0.9971961368124072,0.07412054248496706,0.07410947454410123,0.5959784579578361,0.5959752321981424
laplace,monomial_deg_10,10,0.0,2.0,20000,1337,0.0,2972.7062506521625,52307339944.0116,52316176926.464264,2972.7062506521625,3543.75,2320183601367.1875,2320196159531.25,3543.75,0.9774555169197864,0.9774518302206682,-275.6257984546534,3877048412.595726,3877124382.1765,-275.6257984546534,0.0,1382779444921.875,1382779444921.875,0.0,0.9971961917521743,0.9971961368124072,0.07412054248496706,0.07410947454410123,0.5959784579578361,0.5959752321981424
laplace,monomial_deg_10,10,1.0,0.2,20000,1337,1.0,29310960024029.42,4.0931626028963817e+30,4.0940217352739136e+30,29310960024028.42,36148615652250.98,2.3667419016287432e+32,2.3667549688528795e+32,36148615652249.98,0.9827054965305699,0.9827019620148587,-3662045585247.4414,2.3451652968508406e+29,2.345299402629525e+29,-3662045585248.4414,1.0,1.4105273421182022e+32,1.4105273421182022e+32,0.0,0.9983373840216887,0.9983372889467653,0.05729470153937612,0.057285953868357053,0.5959785226887251,0.5959752321981424
laplace,monomial_deg_10,10,1.0,0.5,20000,1337,1.0,3270389893.395757,3.729368017050205e+22,3.7304375620550324e+22,3270389892.395757,4190135401.0,2.876649485200466e+24,2.876667042435136e+24,4190135400.0,0.987035723204246,0.9870320843287543,-529716344.29183203,1.4453751007436417e+21,1.445655700150111e+21,-529716345.29183203,1.0,1.714422308572029e+24,1.714422308572029e+24,0.0,0.9991569317002486,0.9991567680303028,0.0387565693204738,0.038752979405282544,0.5959788696510432,0.5959752321981442
laplace,monomial_deg_10,10,1.0,1.0,20000,1337,1.0,4291228.410568099,4.934200331402823e+16,4.936041794671746e+16,4291227.410568099,5599531.0,3.754132620473071e+18,3.754163975209292e+18,5599530.0,0.986856616880037,0.9868518215313262,-778741.7277388065,2273469298676179.0,2274075738912185.0,-778742.7277388065,1.0,2.2373887468419338e+18,2.2373887468419338e+18,0.0,0.9989838738118777,0.9989836027636583,0.04607573965343677,0.046070836380821496,0.5959802098200763,0.5959752321999204
laplace,monomial_deg_10,10,1.0,2.0,20000,1337,1.0,10806.475918888187,245082999272.2397,245199757582.07336,10805.475918888187,13332.25,8728854244967.1875,8729031967193.75,13331.25,0.971922661051014,0.9719098568428199,-1484.2032385249092,27323982213.369564,27326188042.02929,-1485.2032385249092,1.0,5202286869396.875,5202286869396.875,0.0,0.9947476979068367,0.9947472738954902,0.11148868870752605,0.1114445964853071,0.5959873682615754,0.5959752340177682
laplace,monomial_deg_10,10,3.0,0.2,20000,1337,59049.0,32522228541053.043,3.400325840910122e+30,3.401383536255558e+30,32522228482004.043,42009923671298.98,2.7504941982867123e+32,2.7505118466235313e+32,42009923612249.98,0.9876374004241558,0.9876336342981725,-5532228329133.236,1.2316319735260224e+29,1.2319380290354125e+29,-5532228388182.236,59049.0,1.6392369364552302e+32,1.6392369364552302e+32,0.0,0.9992486553065419,0.9992484686004579,0.03622099854984389,0.036218733227350246,0.5959790562279004,0.5959752321981532
laplace,monomial_deg_10,10,3.0,0.5,20000,1337,59049.0,6844497522.985953,1.134204078361913e+23,1.1346725417421545e+23,6844438473.985953,8741297169.0,6.001114959274485e+24,6.001191368518356e+24,8741238120.0,0.9811001107950941,0.9810925452620203,-1126091066.9405437,8.814577320482304e+21,8.815845534565935e+21,-1126150115.9405437,59049.0,3.5765614199334127e+24,3.5765614199334127e+24,0.0,0.997535460380645,0.9975351057903179,0.07771597271289005,0.07769506364391487,0.5959828205600326,0.595975232300655
laplace,monomial_deg_10,10,3.0,1.0,20000,1337,59049.0,31560006.81281314,1.3673192156219917e+18,1.3683115259651162e+18,31500957.81281314,36529299.0,2.449230069741689e+19,2.449363077655195e+19,36470250.0,0.9441735085440055,0.9441360270983175,-2827034.3825571523,2.4536951243978125e+17,2.453778419170723e+17,-2886083.3825571523,59049.0,1.4597599846079087e+19,1.4597599846079087e+19,0.0,0.9831911057278578,0.9831905351219105,0.17945298335338833,0.17932893004317788,0.5960077016210503,0.5959753365782564
laplace,monomial_deg_10,10,3.0,2.0,20000,1337,59049.0,661271.5874207207,106564422717259.45,106927094762059.16,602222.5874207207,695000.25,467536528454217.2,467940962446593.75,635951.25,0.7720725200454693,0.771494476134342,38964.91768199919,38133032917643.05,38133436288005.59,-20084.08231800081,59049.0,278923420401046.88,278923420401046.88,0.0,0.8632849372676776,0.8632834910988261,0.35784018667110856,0.35663024767354334,0.5965810229271958,0.5960654073597597
laplace,monomial_deg_12,12,0.0,0.2,20000,1337,0.0,7.417477983622437e+16,4.9017713889454015e+37,4.902321578741779e+37,7.417477983622437e+16,1.1694374999999994e+17,3.698159291092788e+40,3.698160658676854e+40,1.1694374999999994e+17,0.9986745375190431,0.9986743892352974,-2.392452643529696e+16,7.096912707406687e+35,7.102636537058221e+35,-2.392452643529696e+16,0.0,2.182144488039138e+40,2.182144488039138e+40,0.0,0.9999674773474152,0.9999674511171189,0.014478261314699058,0.01448831216592929,0.5900623300069708,0.5900621118012424
laplace,monomial_deg_12,12,0.0,0.5,20000,1337,0.0,1244446303064.781,1.3797259875443675e+28,1.3798808522044886e+28,1244446303064.781,1961990553600.0,1.04093930033264e+31,1.0409396852733332e+31,1961990553600.0,0.9986745375190431,0.9986743892352974,-401386947702.6873,1.9976033390348596e+26,1.99921445385272e+26,-401386947702.6873,0.0,6.142190689501035e+30,6.142190689501035e+30,0.0,0.9999674773474153,0.999967451117119,0.014478261314699077,0.014488312165929313,0.5900623300069708,0.5900621118012424
laplace,monomial_deg_12,12,0.0,1.0,20000,1337,0.0,303819898.20917505,8.223807737495705e+20,8.224730802801183e+20,303819898.20917505,479001600.0,6.204481722907066e+23,6.204484017332394e+23,479001600.0,0.9986745375190431,0.9986743892352974,-97994860.2789764,1.1906643742530701e+19,1.1916246735171795e+19,-97994860.2789764,0.0,3.661030941904208e+23,3.661030941904208e+23,0.0,0.9999674773474153,0.999967451117119,0.014478261314699077,0.014488312165929313,0.5900623300069708,0.5900621118012424
laplace,monomial_deg_12,12,0.0,2.0,20000,1337,0.0,74174.77983622438,49017713889454.04,49023215787417.79,74174.77983622438,116943.75,3.698159291092793e+16,3.698160658676859e+16,116943.75,0.9986745375190431,0.9986743892352974,-23924.52643529697,709691270740.67,710263653705.8231,-23924.52643529697,0.0,2.182144488039141e+16,2.182144488039141e+16,0.0,0.9999674773474153,0.999967451117119,0.014478261314699077,0.014488312165929313,0.5900623300069708,0.5900621118012424
laplace,monomial_deg_12,12,1.0,0.2,20000,1337,1.0,7.028663489387778e+16,3.480647667379595e+37,3.4811416884840656e+37,7.028663489387778e+16,1.1929043165242822e+17,3.772369321833895e+40,3.7723707448546033e+40,1.1929043165242822e+17,0.9990773311490913,0.9990772005394135,-2.64395331854193e+16,9.36299672309839e+35,9.369987212249017e+35,-2.64395331854193e+16,1.0,2.2259330482061325e+40,2.2259330482061325e+40,0.0,0.9999579367549681,0.999957905350209,0.026900156573869252,0.02691642010219173,0.5900623343856535,0.5900621118012422
laplace,monomial_deg_12,12,1.0,0.5,20000,1337,1.0,1204045989889.7644,7.190077839567402e+27,7.191527566313171e+27,1204045989888.7644,2212391491729.0,1.173790127860357e+31,1.1737906173279684e+31,2212391491728.0,0.999387447749908,0.9993873244972188,-522719873823.1952,3.4891988636753314e+26,3.49193122434024e+26,-522719873824.1952,1.0,6.926093704730253e+30,6.926093704730253e+30,0.0,0.9999496224132617,0.9999495829630206,0.048527970649692755,0.048556182148244524,0.5900623578556996,0.5900621118012427
laplace,monomial_deg_12,12,1.0,1.0,20000,1337,1.0,392059904.0067956,6.205367388861033e+20,6.20690449853649e+20,392059903.0067956,739138093.0,9.574013672915098e+23,9.57401913616629e+23,739138092.0,0.9993518530889072,0.9993516929086668,-174382246.18819344,2.5775854157474173e+19,2.580626332560857e+19,-174382247.18819344,1.0,5.649265949911795e+23,5.649265949911795e+23,0.0,0.9999543730913254,0.9999543192627955,0.04153799854581247,0.04157670434867068,0.5900624485103441,0.5900621118012432
laplace,monomial_deg_12,12,1.0,2.0,20000,1337,1.0,269651.6185630858,276300303662542.44,276373015118633.94,269650.6185630858,439965.25,1.3913184738066965e+17,1.3913204094921091e+17,439964.25,0.9980141117302455,0.9980135918855706,-86962.08676022437,3253718949675.2217,3261281528134.0874,-86963.08676022437,1.0,8.209654590222752e+16,8.209654590222752e+16,0.0,0.999960367163881,0.9999602750457735,0.01177602379203003,0.01180028928198425,0.5900629327346489,0.590062111804974
laplace,monomial_deg_12,12,3.0,0.2,20000,1337,531441.0,7.428163230548046e+16,2.512971330361298e+37,2.5135231064510866e+37,7.428163230494902e+16,1.3863274811581805e+17,4.38403891042944e+40,4.384040832333326e+40,1.3863274811528661e+17,0.9994267908242367,0.9994266652153618,-3.3041721879994564e+16,1.3212186246876657e+36,1.3223103800724956e+36,-3.3041721880526004e+16,531441.0,2.5868563917494783e+40,2.5868563917494783e+40,0.0,0.9999489257065487,0.9999488835026061,0.052575952965516315,0.05260784659901148,0.5900623704765617,0.5900621118012424
laplace,monomial_deg_12,12,3.0,0.5,20000,1337,531441.0,2602147619631.5845,2.7520254424787333e+28,2.752702559425592e+28,2602147088190.5845,4615405436673.0,2.4487143943285337e+31,2.4487165245247777e+31,4615404905232.0,0.9988761345754112,0.9988758590339648,-1011747072504.9991,4.744185040695237e+26,4.754421372836141e+26,-1011747603945.9991,531441.0,1.4448948436639786e+31,1.4448948436639786e+31,0.0,0.999967165880192,0.9999670950353675,0.017238885104282238,0.01727183111940815,0.5900626251107515,0.5900621118013606
laplace,monomial_deg_12,12,3.0,1.0,20000,1337,531441.0,3420971424.3319964,3.360361378567938e+22,3.361531319535895e+22,3420439983.3319964,4822398909.0,6.246441538939548e+24,6.246464789345427e+24,4821867468.0,0.9946203588753375,0.9946185059343172,-744949474.9593384,1.2324424831394398e+21,1.232998224935499e+21,-745480915.9593384,531441.0,3.685802207916195e+24,3.685802207916195e+24,0.0,0.999665624357028,0.9996654735779671,0.0366758912002691,0.0366796589926085,0.5900643086050446,0.5900621122851848
laplace,monomial_deg_12,12,3.0,2.0,20000,1337,531441.0,20871509.239463873,3.536618236391143e+17,3.5407554201510035e+17,20340068.239463873,23466449.25,7.459217606820931e+18,7.459743621424358e+18,22935008.25,0.9525872762693347,0.9525351593856126,-950453.1454199069,6.960828914075907e+16,6.96104851510173e+16,-1481894.1454199068,531441.0,4.4017261629414426e+18,4.4017261629414426e+18,0.0,0.9841861382185021,0.9841856393209839,0.19682160891583586,0.19659783546429932,0.5901056109311482,0.5900640003631894
laplace,chebyshev_T2,2,0.0,0.2,20000,1337,-1.0,97.63424910068616,46460.19333490371,56188.90843055993,98.63424910068616,98.99999999999999,49999.99999999999,59999.999999999985,99.99999999999999,0.07079613330192559,0.06351819282400091,-2.3657508993138365,46460.19333490371,46462.0586104227,-1.3657508993138365,-1.0,49999.99999999999,49999.99999999999,0.0,0.07079613330192559,0.07075882779154592,1.0,0.826890215670269,1.0,0.8333333333333334
laplace,chebyshev_T2,2,0.0,0.5,20000,1337,-1.0,14.781479856109781,1189.3809493735355,1438.436055822334,15.781479856109781,15.0,1280.0,1536.0,16.0,0.0707961333019254,0.06351819282400124,-1.2185201438902158,1189.380949373535,1189.4287004268208,-0.2185201438902158,-1.0,1280.0,1280.0,0.0,0.07079613330192576,0.07075882779154626,0.9999999999999997,0.8268902156702689,1.0,0.8333333333333334
laplace,chebyshev_T2,2,0.0,1.0,20000,1337,-1.0,2.945369964027446,74.33630933584597,89.90225348889588,3.945369964027446,3.0,80.0,96.0,4.0,0.0707961333019254,0.06351819282400124,-1.054630035972554,74.33630933584594,74.3392937766763,-0.054630035972554,-1.0,80.0,80.0,0.0,0.07079613330192576,0.07075882779154626,0.9999999999999997,0.8268902156702689,1.0,0.8333333333333334
laplace,chebyshev_T2,2,0.0,2.0,20000,1337,-1.0,-0.013657508993138489,4.646019333490373,5.6188908430559925,0.9863424910068616,0.0,5.0,6.0,1.0,0.0707961333019254,0.06351819282400124,-1.0136575089931383,4.646019333490373,4.646205861042269,-0.013657508993138334,-1.0,5.0,5.0,0.0,0.0707961333019254,0.07075882779154626,1.0,0.8268902156702689,1.0,0.8333333333333334
laplace,chebyshev_T2,2,1.0,0.2,20000,1337,1.0,99.49933859882391,47534.69470960704,57236.81441401281,98.49933859882391,100.99999999999999,50799.99999999999,60799.999999999985,99.99999999999999,0.0642776631967116,0.05860502608531534,-0.5006614011760714,47534.69470960704,47536.94669424803,-1.5006614011760715,1.0,50799.99999999999,50799.99999999999,0.0,0.0642776631967116,0.064233332790393,1.0,0.8305309647458289,1.0,0.8355263157894738
laplace,chebyshev_T2,2,1.0,0.5,20000,1337,1.0,16.727515655364893,1333.898393382898,1581.2531420726457,15.727515655364893,17.0,1408.0,1664.0,16.0,0.05262898197237365,0.049727679042881195,0.7275156553648902,1333.898393382898,1333.9726411009692,-0.27248434463510984,1.0,1408.0,1408.0,0.0,0.05262898197237365,0.05257624921806164,1.0,0.8436173852293184,1.0,0.8461538461538461
laplace,chebyshev_T2,2,1.0,1.0,20000,1337,1.0,4.918387863654999,108.18210567625579,123.5358691262946,3.918387863654999,5.0,112.0,128.0,4.0,0.03408834217628761,0.03487602245082344,0.9183878636549991,108.18210567625579,108.1887662170546,-0.08161213634500086,1.0,112.0,112.0,0.0,0.03408834217628761,0.034028873062012445,1.0,0.8757680419639888,1.0,0.875
