a,b,c,noise_scale,M,x_center,noise_threshold,mse_half_width,var_half_width,mse_band_lo,mse_band_hi,var_band_lo,var_band_hi,joint_band_lo,joint_band_hi,joint_half_width,has_safe_zone
-3,4,3,0.5,35.5,0.4444444444,0.4206598775,,,,,,,,,,0
-3,4,3,0.2,-66.56,0.4444444444,0.4206598775,0.5233636069,0.6409868934,-0.07891916245,0.9678080513,-0.196542449,1.085431338,-0.07891916245,0.9678080513,0.5233636069,1
-3,4,3,0.1428571429,-76.08163265,0.4444444444,0.4206598775,0.5595472621,0.6853026395,-0.1151028176,1.003991707,-0.2408581951,1.129747084,-0.1151028176,1.003991707,0.5595472621,1
-3,4,3,0.1,-81.14,0.4444444444,0.4206598775,0.5778489985,0.7077175973,-0.133404554,1.022293443,-0.2632731529,1.152162042,-0.133404554,1.022293443,0.5778489985,1
-3,4,4,10,48496,0.4444444444,0.4625924443,,,,,,,,,,0
-3,4,4,2,1840,0.4444444444,0.4625924443,,,,,,,,,,0
-3,4,4,1,382,0.4444444444,0.4625924443,,,,,,,,,,0
-3,4,4,0.5,17.5,0.4444444444,0.4625924443,,,,,,,,,,0
-3,4,4,0.2,-84.56,0.4444444444,0.4625924443,0.5899012961,0.722478587,-0.1454568516,1.034345741,-0.2780341425,1.166923031,-0.1454568516,1.034345741,0.5899012961,1
-3,4,4,0.1428571429,-94.08163265,0.4444444444,0.4625924443,0.6222276212,0.7620700879,-0.1777831767,1.066672066,-0.3176256434,1.206514532,-0.1777831767,1.066672066,0.6222276212,1
-3,4,4,0.1,-99.14,0.4444444444,0.4625924443,0.6387358915,0.7822885073,-0.1942914471,1.083180336,-0.3378440628,1.226732952,-0.1942914471,1.083180336,0.6387358915,1
-3,4,5,10,48478,0.4444444444,0.5010277503,,,,,,,,,,0
-3,4,5,2,1822,0.4444444444,0.5010277503,,,,,,,,,,0
-3,4,5,1,364,0.4444444444,0.5010277503,,,,,,,,,,0
-3,4,5,0.5,-0.5,0.4444444444,0.5010277503,0.04536092116,0.05555555556,0.3990835233,0.4898053656,0.3888888889,0.5,0.3990835233,0.4898053656,0.04536092116,1
-3,4,5,0.2,-102.56,0.4444444444,0.5010277503,0.6496596133,0.7956672796,-0.2052151689,1.094104058,-0.3512228351,1.240111724,-0.2052151689,1.094104058,0.6496596133,1
-3,4,5,0.1428571429,-112.0816327,0.4444444444,0.5010277503,0.6791474705,0.8317823814,-0.234703026,1.123591915,-0.3873379369,1.276226826,-0.234703026,1.123591915,0.6791474705,1
-3,4,5,0.1,-117.14,0.4444444444,0.5010277503,0.6943036894,0.8503448828,-0.249859245,1.138748134,-0.4059004384,1.294789327,-0.249859245,1.138748134,0.6943036894,1
-3,5,-5,10,48640,0.5555555556,nan,,,,,,,,,,0
-3,5,-5,2,1984,0.5555555556,nan,,,,,,,,,,0
-3,5,-5,1,526,0.5555555556,nan,,,,,,,,,,0
-3,5,-5,0.5,161.5,0.5555555556,nan,,,,,,,,,,0
-3,5,-5,0.2,59.44,0.5555555556,nan,,,,,,,,,,0
-3,5,-5,0.1428571429,49.91836735,0.5555555556,nan,,,,,,,,,,0
-3,5,-5,0.1,44.86,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,10,48622,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,2,1966,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,1,508,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,0.5,143.5,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,0.2,41.44,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,0.1428571429,31.91836735,0.5555555556,nan,,,,,,,,,,0
-3,5,-4,0.1,26.86,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,10,48604,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,2,1948,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,1,490,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,0.5,125.5,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,0.2,23.44,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,0.1428571429,13.91836735,0.5555555556,nan,,,,,,,,,,0
-3,5,-3,0.1,8.86,0.5555555556,nan,,,,,,,,,,0
-3,5,-2,10,48586,0.5555555556,0.1697250257,,,,,,,,,,0
-3,5,-2,2,1930,0.5555555556,0.1697250257,,,,,,,,,,0
-3,5,-2,1,472,0.5555555556,0.1697250257,,,,,,,,,,0
-3,5,-2,0.5,107.5,0.5555555556,0.1697250257,,,,,,,,,,0
-3,5,-2,0.2,5.44,0.5555555556,0.1697250257,,,,,,,,,,0
-3,5,-2,0.1428571429,-4.081632653,0.5555555556,0.1697250257,0.1296026319,0.1587301587,0.4259529237,0.6851581874,0.3968253968,0.7142857143,0.4259529237,0.6851581874,0.1296026319,1
-3,5,-2,0.1,-9.14,0.5555555556,0.1697250257,0.1939411476,0.2375284258,0.361614408,0.7494967031,0.3180271297,0.7930839814,0.361614408,0.7494967031,0.1939411476,1
-3,5,-1,10,48568,0.5555555556,0.2566001196,,,,,,,,,,0
-3,5,-1,2,1912,0.5555555556,0.2566001196,,,,,,,,,,0
-3,5,-1,1,454,0.5555555556,0.2566001196,,,,,,,,,,0
-3,5,-1,0.5,89.5,0.5555555556,0.2566001196,,,,,,,,,,0
-3,5,-1,0.2,-12.56,0.5555555556,0.2566001196,0.2273482852,0.2784436464,0.3282072703,0.7829038408,0.2771119092,0.8339992019,0.3282072703,0.7829038408,0.2273482852,1
-3,5,-1,0.1428571429,-22.08163265,0.5555555556,0.2566001196,0.3014480324,0.3691969317,0.2541075231,0.857003588,0.1863586238,0.9247524873,0.2541075231,0.857003588,0.3014480324,1
-3,5,-1,0.1,-27.14,0.5555555556,0.2566001196,0.3341964135,0.4093053435,0.2213591421,0.8897519691,0.1462502121,0.964860899,0.2213591421,0.8897519691,0.3341964135,1
-3,5,0,10,48550,0.5555555556,0.3207501495,,,,,,,,,,0
-3,5,0,2,1894,0.5555555556,0.3207501495,,,,,,,,,,0
-3,5,0,1,436,0.5555555556,0.3207501495,,,,,,,,,,0
-3,5,0,0.5,71.5,0.5555555556,0.3207501495,,,,,,,,,,0
-3,5,0,0.2,-30.56,0.5555555556,0.3207501495,0.3546284208,0.4343293397,0.2009271347,0.9101839764,0.1212262159,0.9898848952,0.2009271347,0.9101839764,0.3546284208,1
-3,5,0,0.1428571429,-40.08163265,0.5555555556,0.3207501495,0.4061342024,0.4974107815,0.1494213532,0.9616897579,0.0581447741,1.052966337,0.1494213532,0.9616897579,0.4061342024,1
-3,5,0,0.1,-45.14,0.5555555556,0.3207501495,0.4310003676,0.5278654898,0.124555188,0.9865559232,0.02769006577,1.083421045,0.124555188,0.9865559232,0.4310003676,1
-3,5,1,10,48532,0.5555555556,0.3740557385,,,,,,,,,,0
-3,5,1,2,1876,0.5555555556,0.3740557385,,,,,,,,,,0
-3,5,1,1,418,0.5555555556,0.3740557385,,,,,,,,,,0
-3,5,1,0.5,53.5,0.5555555556,0.3740557385,,,,,,,,,,0
-3,5,1,0.2,-48.56,0.5555555556,0.3740557385,0.4470295191,0.5474971109,0.1085260365,1.002585075,0.008058444678,1.103052666,0.1085260365,1.002585075,0.4470295191,1
-3,5,1,0.1428571429,-58.08163265,0.5555555556,0.3740557385,0.4888957603,0.598772575,0.06665979528,1.044451316,-0.04321701949,1.154328131,0.06665979528,1.044451316,0.4888957603,1
-3,5,1,0.1,-63.14,0.5555555556,0.3740557385,0.5097405133,0.6243020795,0.04581504221,1.065296069,-0.06874652391,1.179857635,0.04581504221,1.065296069,0.5097405133,1
-3,5,2,10,48514,0.5555555556,0.4206598775,,,,,,,,,,0
-3,5,2,2,1858,0.5555555556,0.4206598775,,,,,,,,,,0
-3,5,2,1,400,0.5555555556,0.4206598775,,,,,,,,,,0
-3,5,2,0.5,35.5,0.5555555556,0.4206598775,,,,,,,,,,0
-3,5,2,0.2,-66.56,0.5555555556,0.4206598775,0.5233636069,0.6409868934,0.03219194866,1.078919162,-0.08543133786,1.196542449,0.03219194866,1.078919162,0.5233636069,1
-3,5,2,0.1428571429,-76.08163265,0.5555555556,0.4206598775,0.5595472621,0.6853026395,-0.003991706514,1.115102818,-0.129747084,1.240858195,-0.003991706514,1.115102818,0.5595472621,1
-3,5,2,0.1,-81.14,0.5555555556,0.4206598775,0.5778489985,0.7077175973,-0.0222934429,1.133404554,-0.1521620417,1.263273153,-0.0222934429,1.133404554,0.5778489985,1
-3,5,3,10,48496,0.5555555556,0.4625924443,,,,,,,,,,0
-3,5,3,2,1840,0.5555555556,0.4625924443,,,,,,,,,,0
-3,5,3,1,382,0.5555555556,0.4625924443,,,,,,,,,,0
-3,5,3,0.5,17.5,0.5555555556,0.4625924443,,,,,,,,,,0
-3,5,3,0.2,-84.56,0.5555555556,0.4625924443,0.5899012961,0.722478587,-0.03434574051,1.145456852,-0.1669230314,1.278034143,-0.03434574051,1.145456852,0.5899012961,1
-3,5,3,0.1428571429,-94.08163265,0.5555555556,0.4625924443,0.6222276212,0.7620700879,-0.06667206563,1.177783177,-0.2065145323,1.317625643,-0.06667206563,1.177783177,0.6222276212,1
-3,5,3,0.1,-99.14,0.5555555556,0.4625924443,0.6387358915,0.7822885073,-0.08318033595,1.194291447,-0.2267329517,1.337844063,-0.08318033595,1.194291447,0.6387358915,1
-3,5,4,10,48478,0.5555555556,0.5010277503,,,,,,,,,,0
-3,5,4,2,1822,0.5555555556,0.5010277503,,,,,,,,,,0
-3,5,4,1,364,0.5555555556,0.5010277503,,,,,,,,,,0
-3,5,4,0.5,-0.5,0.5555555556,0.5010277503,0.04536092116,0.05555555556,0.5101946344,0.6009164767,0.5,0.6111111111,0.5101946344,0.6009164767,0.04536092116,1
-3,5,4,0.2,-102.56,0.5555555556,0.5010277503,0.6496596133,0.7956672796,-0.09410405776,1.205215169,-0.240111724,1.351222835,-0.09410405776,1.205215169,0.6496596133,1
-3,5,4,0.1428571429,-112.0816327,0.5555555556,0.5010277503,0.6791474705,0.8317823814,-0.1235919149,1.234703026,-0.2762268258,1.387337937,-0.1235919149,1.234703026,0.6791474705,1
-3,5,4,0.1,-117.14,0.5555555556,0.5010277503,0.6943036894,0.8503448828,-0.1387481339,1.249859245,-0.2947893273,1.405900438,-0.1387481339,1.249859245,0.6943036894,1
-3,5,5,10,48460,0.5555555556,0.5367176573,,,,,,,,,,0
-3,5,5,2,1804,0.5555555556,0.5367176573,,,,,,,,,,0
-3,5,5,1,346,0.5555555556,0.5367176573,,,,,,,,,,0
-3,5,5,0.5,-18.5,0.5555555556,0.5367176573,0.2759197116,0.3379312517,0.279635844,0.8314752671,0.2176243039,0.8934868072,0.279635844,0.8314752671,0.2759197116,1
-3,5,5,0.2,-120.56,0.5555555556,0.5367176573,0.7043661599,0.8626688419,-0.1488106044,1.259921715,-0.3071132864,1.418224398,-0.1488106044,1.259921715,0.7043661599,1
-3,5,5,0.1428571429,-130.0816327,0.5555555556,0.5367176573,0.7316524863,0.8960876302,-0.1760969307,1.287208042,-0.3405320747,1.451643186,-0.1760969307,1.287208042,0.7316524863,1
-3,5,5,0.1,-135.14,0.5555555556,0.5367176573,0.7457423732,0.913344147,-0.1901868177,1.301297929,-0.3577885914,1.468899703,-0.1901868177,1.301297929,0.7457423732,1
-2,-5,-5,10,21610,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-5,2,874,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-5,1,226,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-5,0.5,64,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-5,0.2,18.64,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-5,0.1428571429,14.40816327,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-5,0.1,12.16,-0.8333333333,nan,,,,,,,,,,0
-2,-5,-4,10,21598,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-4,2,862,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-4,1,214,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-4,0.5,52,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-4,0.2,6.64,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-4,0.1428571429,2.408163265,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-4,0.1,0.16,-0.8333333333,0.09622504486,,,,,,,,,,0
-2,-5,-3,10,21586,-0.8333333333,0.2545875386,,,,,,,,,,0
-2,-5,-3,2,850,-0.8333333333,0.2545875386,,,,,,,,,,0
-2,-5,-3,1,202,-0.8333333333,0.2545875386,,,,,,,,,,0
-2,-5,-3,0.5,40,-0.8333333333,0.2545875386,,,,,,,,,,0
-2,-5,-3,0.2,-5.36,-0.8333333333,0.2545875386,0.2227770851,0.2728450924,-1.056110418,-0.6105562483,-1.106178426,-0.5604882409,-1.056110418,-0.6105562483,0.2227770851,1
-2,-5,-3,0.1428571429,-9.591836735,-0.8333333333,0.2545875386,0.2980156088,0.3649930885,-1.131348942,-0.5353177245,-1.198326422,-0.4683402448,-1.131348942,-0.5353177245,0.2980156088,1
-2,-5,-3,0.1,-11.84,-0.8333333333,0.2545875386,0.3311036539,0.405517502,-1.164436987,-0.5022296794,-1.238850835,-0.4278158313,-1.164436987,-0.5022296794,0.3311036539,1
-2,-5,-2,10,21574,-0.8333333333,0.3469443332,,,,,,,,,,0
-2,-5,-2,2,838,-0.8333333333,0.3469443332,,,,,,,,,,0
-2,-5,-2,1,190,-0.8333333333,0.3469443332,,,,,,,,,,0
-2,-5,-2,0.5,28,-0.8333333333,0.3469443332,,,,,,,,,,0
-2,-5,-2,0.2,-17.36,-0.8333333333,0.3469443332,0.4009248567,0.4910306621,-1.23425819,-0.4324084766,-1.324363995,-0.3423026712,-1.23425819,-0.4324084766,0.4009248567,1
-2,-5,-2,0.1428571429,-21.59183673,-0.8333333333,0.3469443332,0.44712908,0.5476190476,-1.280462413,-0.3862042533,-1.380952381,-0.2857142857,-1.280462413,-0.3862042533,0.44712908,1
-2,-5,-2,0.1,-23.84,-0.8333333333,0.3469443332,0.4698305447,0.5754225501,-1.303163878,-0.3635027886,-1.408755883,-0.2579107833,-1.303163878,-0.3635027886,0.4698305447,1
-2,-5,-1,10,21562,-0.8333333333,0.4194352464,,,,,,,,,,0
-2,-5,-1,2,826,-0.8333333333,0.4194352464,,,,,,,,,,0
-2,-5,-1,1,178,-0.8333333333,0.4194352464,,,,,,,,,,0
-2,-5,-1,0.5,16,-0.8333333333,0.4194352464,,,,,,,,,,0
-2,-5,-1,0.2,-29.36,-0.8333333333,0.4194352464,0.5213941425,0.638574802,-1.354727476,-0.3119391908,-1.471908135,-0.1947585313,-1.354727476,-0.3119391908,0.5213941425,1
-2,-5,-1,0.1428571429,-33.59183673,-0.8333333333,0.4194352464,0.5577055902,0.6830470613,-1.391038924,-0.2756277432,-1.516380395,-0.150286272,-1.391038924,-0.2756277432,0.5577055902,1
-2,-5,-1,0.1,-35.84,-0.8333333333,0.4194352464,0.5760658399,0.705533683,-1.409399173,-0.2572674935,-1.538867016,-0.1277996504,-1.409399173,-0.2572674935,0.5760658399,1
-2,-5,0,10,21550,-0.8333333333,0.4811252243,,,,,,,,,,0
-2,-5,0,2,814,-0.8333333333,0.4811252243,,,,,,,,,,0
-2,-5,0,1,166,-0.8333333333,0.4811252243,,,,,,,,,,0
-2,-5,0,0.5,4,-0.8333333333,0.4811252243,,,,,,,,,,0
-2,-5,0,0.2,-41.36,-0.8333333333,0.4811252243,0.618840014,0.7579211334,-1.452173347,-0.2144933193,-1.591254467,-0.07541219994,-1.452173347,-0.2144933193,0.618840014,1
-2,-5,0,0.1428571429,-45.59183673,-0.8333333333,0.4811252243,0.649728125,0.7957511889,-1.483061458,-0.1836052083,-1.629084522,-0.03758214443,-1.483061458,-0.1836052083,0.649728125,1
-2,-5,0,0.1,-47.84,-0.8333333333,0.4811252243,0.6655546281,0.8151346174,-1.498887961,-0.1677787053,-1.648467951,-0.01819871596,-1.498887961,-0.1677787053,0.6655546281,1
-2,-5,1,10,21538,-0.8333333333,0.5357583756,,,,,,,,,,0
-2,-5,1,2,802,-0.8333333333,0.5357583756,,,,,,,,,,0
-2,-5,1,1,154,-0.8333333333,0.5357583756,,,,,,,,,,0
-2,-5,1,0.5,-8,-0.8333333333,0.5357583756,0.272165527,0.3333333333,-1.10549886,-0.5611678064,-1.166666667,-0.5,-1.10549886,-0.5611678064,0.272165527,1
-2,-5,1,0.2,-53.36,-0.8333333333,0.5357583756,0.7029040291,0.8608781047,-1.536237362,-0.1304293043,-1.694211438,0.02754477134,-1.536237362,-0.1304293043,0.7029040291,1
-2,-5,1,0.1428571429,-57.59183673,-0.8333333333,0.5357583756,0.7302449915,0.8943638081,-1.563578325,-0.1030883419,-1.727697141,0.06103047481,-1.563578325,-0.1030883419,0.7302449915,1
-2,-5,1,0.1,-59.84,-0.8333333333,0.5357583756,0.7443615211,0.9116529554,-1.577694854,-0.08897181225,-1.744986289,0.07831962208,-1.577694854,-0.08897181225,0.7443615211,1
-2,-5,2,10,21526,-0.8333333333,0.5853140974,,,,,,,,,,0
-2,-5,2,2,790,-0.8333333333,0.5853140974,,,,,,,,,,0
-2,-5,2,1,142,-0.8333333333,0.5853140974,,,,,,,,,,0
-2,-5,2,0.5,-20,-0.8333333333,0.5853140974,0.4303314829,0.5270462767,-1.263664816,-0.4030018504,-1.36037961,-0.3062870566,-1.263664816,-0.4030018504,0.4303314829,1
-2,-5,2,0.2,-65.36,-0.8333333333,0.5853140974,0.7779364917,0.9527737285,-1.611269825,-0.05539684159,-1.786107062,0.1194403952,-1.611269825,-0.05539684159,0.7779364917,1
-2,-5,2,0.1428571429,-69.59183673,-0.8333333333,0.5853140974,0.8027258926,0.9831344201,-1.636059226,-0.03060744073,-1.816467753,0.1498010868,-1.636059226,-0.03060744073,0.8027258926,1
-2,-5,2,0.1,-71.84,-0.8333333333,0.5853140974,0.8155888579,0.9988882709,-1.648922191,-0.0177444754,-1.832221604,0.1655549376,-1.648922191,-0.0177444754,0.8155888579,1
-2,-5,3,10,21514,-0.8333333333,0.6309898162,,,,,,,,,,0
-2,-5,3,2,778,-0.8333333333,0.6309898162,,,,,,,,,,0
-2,-5,3,1,130,-0.8333333333,0.6309898162,,,,,,,,,,0
-2,-5,3,0.5,-32,-0.8333333333,0.6309898162,0.544331054,0.6666666667,-1.377664387,-0.2890022794,-1.5,-0.1666666667,-1.377664387,-0.2890022794,0.544331054,1
-2,-5,3,0.2,-77.36,-0.8333333333,0.6309898162,0.8463428952,1.03655412,-1.679676229,0.01300956189,-1.869887454,0.203220787,-1.679676229,0.01300956189,0.8463428952,1
-2,-5,3,0.1428571429,-81.59183673,-0.8333333333,0.6309898162,0.8691835075,1.064528043,-1.702516841,0.0358501742,-1.897861376,0.2311947098,-1.702516841,0.0358501742,0.8691835075,1
-2,-5,3,0.1,-83.84,-0.8333333333,0.6309898162,0.8810767823,1.07909427,-1.714410116,0.04774344896,-1.912427604,0.2457609371,-1.714410116,0.04774344896,0.8810767823,1
-2,-5,4,10,21502,-0.8333333333,0.6735753141,,,,,,,,,,0
-2,-5,4,2,766,-0.8333333333,0.6735753141,,,,,,,,,,0
-2,-5,4,1,118,-0.8333333333,0.6735753141,,,,,,,,,,0
-2,-5,4,0.5,-44,-0.8333333333,0.6735753141,0.6382847385,0.78173596,-1.471618072,-0.1950485948,-1.615069293,-0.05159737336,-1.471618072,-0.1950485948,0.6382847385,1
-2,-5,4,0.2,-89.36,-0.8333333333,0.6735753141,0.909619375,1.114051664,-1.742952708,0.07628604168,-1.947384998,0.2807183311,-1.742952708,0.07628604168,0.909619375,1
-2,-5,4,0.1428571429,-93.59183673,-0.8333333333,0.6735753141,0.9309087393,1.140125704,-1.764242073,0.09757540595,-1.973459038,0.3067923708,-1.764242073,0.09757540595,0.9309087393,1
-2,-5,4,0.1,-95.84,-0.8333333333,0.6735753141,0.9420230397,1.153737887,-1.775356373,0.1086897064,-1.98707122,0.3204045533,-1.775356373,0.1086897064,0.9420230397,1
-2,-5,5,10,21490,-0.8333333333,0.7136240321,,,,,,,,,,0
-2,-5,5,2,754,-0.8333333333,0.7136240321,,,,,,,,,,0
-2,-5,5,1,106,-0.8333333333,0.7136240321,,,,,,,,,,0
-2,-5,5,0.5,-56,-0.8333333333,0.7136240321,0.7200822998,0.8819171037,-1.553415633,-0.1132510335,-1.715250437,0.04858377035,-1.553415633,-0.1132510335,0.7200822998,1
-2,-5,5,0.2,-101.36,-0.8333333333,0.7136240321,0.9687716545,1.186498115,-1.802104988,0.1354383211,-2.019831449,0.353164782,-1.802104988,0.1354383211,0.9687716545,1
-2,-5,5,0.1428571429,-105.5918367,-0.8333333333,0.7136240321,0.9887882443,1.211013331,-1.822121578,0.1554549109,-2.044346664,0.3776799977,-1.822121578,0.1554549109,0.9887882443,1
-2,-5,5,0.1,-107.84,-0.8333333333,0.7136240321,0.9992589847,1.223837317,-1.832592318,0.1659256514,-2.05717065,0.3905039834,-1.832592318,0.1659256514,0.9992589847,1
-2,-4,-5,10,21628,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-5,2,892,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-5,1,244,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-5,0.5,82,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-5,0.2,36.64,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-5,0.1428571429,32.40816327,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-5,0.1,30.16,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,10,21616,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,2,880,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,1,232,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,0.5,70,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,0.2,24.64,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,0.1428571429,20.40816327,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-4,0.1,18.16,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,10,21604,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,2,868,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,1,220,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,0.5,58,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,0.2,12.64,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,0.1428571429,8.408163265,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-3,0.1,6.16,-0.6666666667,nan,,,,,,,,,,0
-2,-4,-2,10,21592,-0.6666666667,0.1924500897,,,,,,,,,,0
-2,-4,-2,2,856,-0.6666666667,0.1924500897,,,,,,,,,,0
-2,-4,-2,1,208,-0.6666666667,0.1924500897,,,,,,,,,,0
-2,-4,-2,0.5,46,-0.6666666667,0.1924500897,,,,,,,,,,0
-2,-4,-2,0.2,0.64,-0.6666666667,0.1924500897,,,,,,,,,,0
-2,-4,-2,0.1428571429,-3.591836735,-0.6666666667,0.1924500897,0.1823670681,0.2233531314,-0.8490337348,-0.4842995985,-0.8900197981,-0.4433135352,-0.8490337348,-0.4842995985,0.1823670681,1
-2,-4,-2,0.1,-5.84,-0.6666666667,0.1924500897,0.2325383282,0.2848001248,-0.8992049948,-0.4341283385,-0.9514667915,-0.3818665418,-0.8992049948,-0.4341283385,0.2325383282,1
-2,-4,-1,10,21580,-0.6666666667,0.3042903097,,,,,,,,,,0
-2,-4,-1,2,844,-0.6666666667,0.3042903097,,,,,,,,,,0
-2,-4,-1,1,196,-0.6666666667,0.3042903097,,,,,,,,,,0
-2,-4,-1,0.5,34,-0.6666666667,0.3042903097,,,,,,,,,,0
-2,-4,-1,0.2,-11.36,-0.6666666667,0.3042903097,0.324322656,0.3972125096,-0.9909893227,-0.3423440107,-1.063879176,-0.2694541571,-0.9909893227,-0.3423440107,0.324322656,1
-2,-4,-1,0.1428571429,-15.59183673,-0.6666666667,0.3042903097,0.3799590223,0.4653528639,-1.046625689,-0.2867076443,-1.132019531,-0.2013138027,-1.046625689,-0.2867076443,0.3799590223,1
-2,-4,-1,0.1,-17.84,-0.6666666667,0.3042903097,0.4064298035,0.4977728174,-1.07309647,-0.2602368632,-1.164439484,-0.1688938492,-1.07309647,-0.2602368632,0.4064298035,1
-2,-4,0,10,21568,-0.6666666667,0.3849001795,,,,,,,,,,0
-2,-4,0,2,832,-0.6666666667,0.3849001795,,,,,,,,,,0
-2,-4,0,1,184,-0.6666666667,0.3849001795,,,,,,,,,,0
-2,-4,0,0.5,22,-0.6666666667,0.3849001795,,,,,,,,,,0
-2,-4,0,0.2,-23.36,-0.6666666667,0.3849001795,0.4650766564,0.5696002497,-1.131743323,-0.2015900103,-1.236266916,-0.09706641698,-1.131743323,-0.2015900103,0.4650766564,1
-2,-4,0,0.1428571429,-27.59183673,-0.6666666667,0.3849001795,0.5054502644,0.619047619,-1.172116931,-0.1612164023,-1.285714286,-0.04761904762,-1.172116931,-0.1612164023,0.5054502644,1
-2,-4,0,0.1,-29.84,-0.6666666667,0.3849001795,0.525638941,0.6437735972,-1.192305608,-0.1410277257,-1.310440264,-0.02289306947,-1.192305608,-0.1410277257,0.525638941,1
-2,-4,1,10,21556,-0.6666666667,0.4513354669,,,,,,,,,,0
-2,-4,1,2,820,-0.6666666667,0.4513354669,,,,,,,,,,0
-2,-4,1,1,172,-0.6666666667,0.4513354669,,,,,,,,,,0
-2,-4,1,0.5,10,-0.6666666667,0.4513354669,,,,,,,,,,0
-2,-4,1,0.2,-35.36,-0.6666666667,0.4513354669,0.5721952529,0.7007932014,-1.23886192,-0.0944714138,-1.367459868,0.03412653472,-1.23886192,-0.0944714138,0.5721952529,1
-2,-4,1,0.1428571429,-39.59183673,-0.6666666667,0.4513354669,0.6054676547,0.7415434049,-1.272134321,-0.06119901198,-1.408210072,0.07487673821,-1.272134321,-0.06119901198,0.6054676547,1
-2,-4,1,0.1,-41.84,-0.6666666667,0.4513354669,0.6224206033,0.7623064417,-1.28908727,-0.04424606337,-1.428973108,0.09563977507,-1.28908727,-0.04424606337,0.6224206033,1
-2,-4,2,10,21544,-0.6666666667,0.5091750772,,,,,,,,,,0
-2,-4,2,2,808,-0.6666666667,0.5091750772,,,,,,,,,,0
-2,-4,2,1,160,-0.6666666667,0.5091750772,,,,,,,,,,0
-2,-4,2,0.5,-2,-0.6666666667,0.5091750772,0.1360827635,0.1666666667,-0.8027494302,-0.5305839032,-0.8333333333,-0.5,-0.8027494302,-0.5305839032,0.1360827635,1
-2,-4,2,0.2,-47.36,-0.6666666667,0.5091750772,0.6622073078,0.811035004,-1.328873974,-0.004459358855,-1.477701671,0.1443683374,-1.328873974,-0.004459358855,0.6622073078,1
-2,-4,2,0.1428571429,-51.59183673,-0.6666666667,0.5091750772,0.6911600336,0.8464947064,-1.3578267,0.02449336689,-1.513161373,0.1798280397,-1.3578267,0.02449336689,0.6911600336,1
-2,-4,2,0.1,-53.84,-0.6666666667,0.5091750772,0.7060584385,0.8647414514,-1.372725105,0.03939177179,-1.531408118,0.1980747847,-1.372725105,0.03939177179,0.7060584385,1
-2,-4,3,10,21532,-0.6666666667,0.5610836077,,,,,,,,,,0
-2,-4,3,2,796,-0.6666666667,0.5610836077,,,,,,,,,,0
-2,-4,3,1,148,-0.6666666667,0.5610836077,,,,,,,,,,0
-2,-4,3,0.5,-14,-0.6666666667,0.5610836077,0.3600411499,0.4409585518,-1.026707817,-0.3066255168,-1.107625219,-0.2257081148,-1.026707817,-0.3066255168,0.3600411499,1
