a,b,c,noise_scale,M,x_center,noise_threshold,mse_half_width,var_half_width,mse_band_lo,mse_band_hi,var_band_lo,var_band_hi,joint_band_lo,joint_band_hi,joint_half_width,has_safe_zone
-5,-5,-5,10,135100,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-5,2,5500,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-5,1,1450,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-5,0.5,437.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-5,0.2,154,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-5,0.1428571429,127.5510204,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-5,0.1,113.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,10,135070,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,2,5470,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,1,1420,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,0.5,407.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,0.2,124,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,0.1428571429,97.55102041,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-4,0.1,83.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,10,135040,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,2,5440,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,1,1390,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,0.5,377.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,0.2,94,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,0.1428571429,67.55102041,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-3,0.1,53.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,10,135010,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,2,5410,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,1,1360,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,0.5,347.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,0.2,64,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,0.1428571429,37.55102041,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-2,0.1,23.5,-0.3333333333,nan,,,,,,,,,,0
-5,-5,-1,10,134980,-0.3333333333,0.1217161239,,,,,,,,,,0
-5,-5,-1,2,5380,-0.3333333333,0.1217161239,,,,,,,,,,0
-5,-5,-1,1,1330,-0.3333333333,0.1217161239,,,,,,,,,,0
-5,-5,-1,0.5,317.5,-0.3333333333,0.1217161239,,,,,,,,,,0
-5,-5,-1,0.2,34,-0.3333333333,0.1217161239,,,,,,,,,,0
-5,-5,-1,0.1428571429,7.551020408,-0.3333333333,0.1217161239,,,,,,,,,,0
-5,-5,-1,0.1,-6.5,-0.3333333333,0.1217161239,0.09813067629,0.1201850425,-0.4314640096,-0.235202657,-0.4535183758,-0.2131482908,-0.4314640096,-0.235202657,0.09813067629,1
-5,-5,0,10,134950,-0.3333333333,0.1924500897,,,,,,,,,,0
-5,-5,0,2,5350,-0.3333333333,0.1924500897,,,,,,,,,,0
-5,-5,0,1,1300,-0.3333333333,0.1924500897,,,,,,,,,,0
-5,-5,0,0.5,287.5,-0.3333333333,0.1924500897,,,,,,,,,,0
-5,-5,0,0.2,4,-0.3333333333,0.1924500897,,,,,,,,,,0
-5,-5,0,0.1428571429,-22.44897959,-0.3333333333,0.1924500897,0.1823670681,0.2233531314,-0.5157004015,-0.1509662652,-0.5566864648,-0.1099802019,-0.5157004015,-0.1509662652,0.1823670681,1
-5,-5,0,0.1,-36.5,-0.3333333333,0.1924500897,0.2325383282,0.2848001248,-0.5658716615,-0.1007950052,-0.6181334582,-0.04853320849,-0.5658716615,-0.1007950052,0.2325383282,1
-5,-5,1,10,134920,-0.3333333333,0.2434322478,,,,,,,,,,0
-5,-5,1,2,5320,-0.3333333333,0.2434322478,,,,,,,,,,0
-5,-5,1,1,1270,-0.3333333333,0.2434322478,,,,,,,,,,0
-5,-5,1,0.5,257.5,-0.3333333333,0.2434322478,,,,,,,,,,0
-5,-5,1,0.2,-26,-0.3333333333,0.2434322478,0.1962613526,0.240370085,-0.5295946859,-0.1370719807,-0.5737034184,-0.0929632483,-0.5295946859,-0.1370719807,0.1962613526,1
-5,-5,1,0.1428571429,-52.44897959,-0.3333333333,0.2434322478,0.2787511291,0.3413990158,-0.6120844625,-0.05458220421,-0.6747323491,0.008065682456,-0.6120844625,-0.05458220421,0.2787511291,1
-5,-5,1,0.1,-66.5,-0.3333333333,0.2434322478,0.3138765976,0.3844187532,-0.6472099309,-0.01945673574,-0.7177520865,0.05108541982,-0.6472099309,-0.01945673574,0.3138765976,1
-5,-5,2,10,134890,-0.3333333333,0.2854496129,,,,,,,,,,0
-5,-5,2,2,5290,-0.3333333333,0.2854496129,,,,,,,,,,0
-5,-5,2,1,1240,-0.3333333333,0.2854496129,,,,,,,,,,0
-5,-5,2,0.5,227.5,-0.3333333333,0.2854496129,,,,,,,,,,0
-5,-5,2,0.2,-56,-0.3333333333,0.2854496129,0.2880329199,0.3527668415,-0.6213662533,-0.0453004134,-0.6861001748,0.01943350814,-0.6213662533,-0.0453004134,0.2880329199,1
-5,-5,2,0.1428571429,-82.44897959,-0.3333333333,0.2854496129,0.3494948303,0.428042001,-0.6828281637,0.016161497,-0.7613753344,0.0947086677,-0.6828281637,0.016161497,0.3494948303,1
-5,-5,2,0.1,-96.5,-0.3333333333,0.2854496129,0.3781044339,0.4630814663,-0.7114377673,0.0447711006,-0.7964147996,0.129748133,-0.7114377673,0.0447711006,0.3781044339,1
-5,-5,3,10,134860,-0.3333333333,0.3220305944,,,,,,,,,,0
-5,-5,3,2,5260,-0.3333333333,0.3220305944,,,,,,,,,,0
-5,-5,3,1,1210,-0.3333333333,0.3220305944,,,,,,,,,,0
-5,-5,3,0.5,197.5,-0.3333333333,0.3220305944,,,,,,,,,,0
-5,-5,3,0.2,-86,-0.3333333333,0.3220305944,0.3569417423,0.4371625683,-0.6902750756,0.02360840898,-0.7704959016,0.103829235,-0.6902750756,0.02360840898,0.3569417423,1
-5,-5,3,0.1428571429,-112.4489796,-0.3333333333,0.3220305944,0.4081557067,0.4998866085,-0.74148904,0.07482237332,-0.8332199418,0.1665532751,-0.74148904,0.07482237332,0.4081557067,1
-5,-5,3,0.1,-126.5,-0.3333333333,0.3220305944,0.432905772,0.530199124,-0.7662391053,0.09957243864,-0.8635324574,0.1968657907,-0.7662391053,0.09957243864,0.432905772,1
-5,-5,4,10,134830,-0.3333333333,0.3548604316,,,,,,,,,,0
-5,-5,4,2,5230,-0.3333333333,0.3548604316,,,,,,,,,,0
-5,-5,4,1,1180,-0.3333333333,0.3548604316,,,,,,,,,,0
-5,-5,4,0.5,167.5,-0.3333333333,0.3548604316,,,,,,,,,,0
-5,-5,4,0.2,-116,-0.3333333333,0.3548604316,0.4145501801,0.5077182071,-0.7478835135,0.0812168468,-0.8410515404,0.1743848737,-0.7478835135,0.0812168468,0.4145501801,1
-5,-5,4,0.1428571429,-142.4489796,-0.3333333333,0.3548604316,0.4593860308,0.5626306852,-0.7927193642,0.1260526975,-0.8959640186,0.2292973519,-0.7927193642,0.1260526975,0.4593860308,1
-5,-5,4,0.1,-156.5,-0.3333333333,0.3548604316,0.4815099707,0.5897268671,-0.814843304,0.1481766373,-0.9230602004,0.2563935338,-0.814843304,0.1481766373,0.4815099707,1
-5,-5,5,10,134800,-0.3333333333,0.3849001795,,,,,,,,,,0
-5,-5,5,2,5200,-0.3333333333,0.3849001795,,,,,,,,,,0
-5,-5,5,1,1150,-0.3333333333,0.3849001795,,,,,,,,,,0
-5,-5,5,0.5,137.5,-0.3333333333,0.3849001795,,,,,,,,,,0
-5,-5,5,0.2,-146,-0.3333333333,0.3849001795,0.4650766564,0.5696002497,-0.7984099897,0.131743323,-0.902933583,0.2362669164,-0.7984099897,0.131743323,0.4650766564,1
-5,-5,5,0.1428571429,-172.4489796,-0.3333333333,0.3849001795,0.5054502644,0.619047619,-0.8387835977,0.1721169311,-0.9523809524,0.2857142857,-0.8387835977,0.1721169311,0.5054502644,1
-5,-5,5,0.1,-186.5,-0.3333333333,0.3849001795,0.525638941,0.6437735972,-0.8589722743,0.1923056077,-0.9771069305,0.3104402639,-0.8589722743,0.1923056077,0.525638941,1
-5,-4,-5,10,135118,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-5,2,5518,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-5,1,1468,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-5,0.5,455.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-5,0.2,172,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-5,0.1428571429,145.5510204,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-5,0.1,131.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,10,135088,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,2,5488,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,1,1438,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,0.5,425.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,0.2,142,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,0.1428571429,115.5510204,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-4,0.1,101.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,10,135058,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,2,5458,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,1,1408,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,0.5,395.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,0.2,112,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,0.1428571429,85.55102041,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-3,0.1,71.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,10,135028,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,2,5428,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,1,1378,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,0.5,365.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,0.2,82,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,0.1428571429,55.55102041,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-2,0.1,41.5,-0.2666666667,nan,,,,,,,,,,0
-5,-4,-1,10,134998,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,-1,2,5398,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,-1,1,1348,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,-1,0.5,335.5,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,-1,0.2,52,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,-1,0.1428571429,25.55102041,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,-1,0.1,11.5,-0.2666666667,0.03849001795,,,,,,,,,,0
-5,-4,0,10,134968,-0.2666666667,0.1539600718,,,,,,,,,,0
-5,-4,0,2,5368,-0.2666666667,0.1539600718,,,,,,,,,,0
-5,-4,0,1,1318,-0.2666666667,0.1539600718,,,,,,,,,,0
-5,-4,0,0.5,305.5,-0.2666666667,0.1539600718,,,,,,,,,,0
-5,-4,0,0.2,22,-0.2666666667,0.1539600718,,,,,,,,,,0
-5,-4,0,0.1428571429,-4.448979592,-0.2666666667,0.1539600718,0.08118547208,0.09943149056,-0.3478521387,-0.1854811946,-0.3660981572,-0.1672351761,-0.3478521387,-0.1854811946,0.08118547208,1
-5,-4,0,0.1,-18.5,-0.2666666667,0.1539600718,0.165551827,0.202758751,-0.4322184936,-0.1011148397,-0.4694254177,-0.06390791566,-0.4322184936,-0.1011148397,0.165551827,1
-5,-4,1,10,134938,-0.2666666667,0.2143033502,,,,,,,,,,0
-5,-4,1,2,5338,-0.2666666667,0.2143033502,,,,,,,,,,0
-5,-4,1,1,1288,-0.2666666667,0.2143033502,,,,,,,,,,0
-5,-4,1,0.5,275.5,-0.2666666667,0.2143033502,,,,,,,,,,0
-5,-4,1,0.2,-8,-0.2666666667,0.2143033502,0.1088662108,0.1333333333,-0.3755328775,-0.1578004559,-0.4,-0.1333333333,-0.3755328775,-0.1578004559,0.1088662108,1
-5,-4,1,0.1428571429,-34.44897959,-0.2666666667,0.2143033502,0.2259104365,0.2766826485,-0.4925771032,-0.04075623016,-0.5433493152,0.01001598183,-0.4925771032,-0.04075623016,0.2259104365,1
-5,-4,1,0.1,-48.5,-0.2666666667,0.2143033502,0.2680519574,0.3282952601,-0.534718624,0.001385290707,-0.5949619267,0.06162859339,-0.534718624,0.001385290707,0.2680519574,1
-5,-4,2,10,134908,-0.2666666667,0.2610520028,,,,,,,,,,0
-5,-4,2,2,5308,-0.2666666667,0.2610520028,,,,,,,,,,0
-5,-4,2,1,1258,-0.2666666667,0.2610520028,,,,,,,,,,0
-5,-4,2,0.5,245.5,-0.2666666667,0.2610520028,,,,,,,,,,0
-5,-4,2,0.2,-38,-0.2666666667,0.2610520028,0.2372684056,0.2905932629,-0.5039350723,-0.02939826107,-0.5572599296,0.02392659624,-0.5039350723,-0.02939826107,0.2372684056,1
-5,-4,2,0.1428571429,-64.44897959,-0.2666666667,0.2610520028,0.3089983329,0.3784441235,-0.5756649996,0.04233166628,-0.6451107902,0.1117774569,-0.5756649996,0.04233166628,0.3089983329,1
-5,-4,2,0.1,-78.5,-0.2666666667,0.2610520028,0.3410224278,0.4176654695,-0.6076890945,0.07435576118,-0.6843321362,0.1509988029,-0.6076890945,0.07435576118,0.3410224278,1
-5,-4,3,10,134878,-0.2666666667,0.3006166502,,,,,,,,,,0
-5,-4,3,2,5278,-0.2666666667,0.3006166502,,,,,,,,,,0
-5,-4,3,1,1228,-0.2666666667,0.3006166502,,,,,,,,,,0
-5,-4,3,0.5,215.5,-0.2666666667,0.3006166502,,,,,,,,,,0
-5,-4,3,0.2,-68,-0.2666666667,0.3006166502,0.317396819,0.3887301263,-0.5840634857,0.05073015238,-0.655396793,0.1220634597,-0.5840634857,0.05073015238,0.317396819,1
-5,-4,3,0.1428571429,-94.44897959,-0.2666666667,0.3006166502,0.3740647193,0.4581338465,-0.6407313859,0.1073980526,-0.7248005132,0.1914671798,-0.6407313859,0.1073980526,0.3740647193,1
-5,-4,3,0.1,-108.5,-0.2666666667,0.3006166502,0.4009248567,0.4910306621,-0.6675915234,0.1342581901,-0.7576973288,0.2243639954,-0.6675915234,0.1342581901,0.4009248567,1
-5,-4,4,10,134848,-0.2666666667,0.3355481971,,,,,,,,,,0
-5,-4,4,2,5248,-0.2666666667,0.3355481971,,,,,,,,,,0
-5,-4,4,1,1198,-0.2666666667,0.3355481971,,,,,,,,,,0
-5,-4,4,0.5,185.5,-0.2666666667,0.3355481971,,,,,,,,,,0
-5,-4,4,0.2,-98,-0.2666666667,0.3355481971,0.3810317378,0.4666666667,-0.6476984044,0.1143650711,-0.7333333333,0.2,-0.6476984044,0.1143650711,0.3810317378,1
-5,-4,4,0.1428571429,-124.4489796,-0.2666666667,0.3355481971,0.4293819496,0.5258833407,-0.6960486163,0.1627152829,-0.7925500073,0.259216674,-0.6960486163,0.1627152829,0.4293819496,1
-5,-4,4,0.1,-138.5,-0.2666666667,0.3355481971,0.4529737136,0.5547772326,-0.7196403802,0.1863070469,-0.8214438992,0.2881105659,-0.7196403802,0.1863070469,0.4529737136,1
-5,-4,5,10,134818,-0.2666666667,0.3671713698,,,,,,,,,,0
-5,-4,5,2,5218,-0.2666666667,0.3671713698,,,,,,,,,,0
-5,-4,5,1,1168,-0.2666666667,0.3671713698,,,,,,,,,,0
-5,-4,5,0.5,155.5,-0.2666666667,0.3671713698,,,,,,,,,,0
-5,-4,5,0.2,-128,-0.2666666667,0.3671713698,0.4354648432,0.5333333333,-0.7021315098,0.1687981765,-0.8,0.2666666667,-0.7021315098,0.1687981765,0.4354648432,1
-5,-4,5,0.1428571429,-154.4489796,-0.2666666667,0.3671713698,0.4783443353,0.5858497714,-0.745011002,0.2116776686,-0.8525164381,0.3191831047,-0.745011002,0.2116776686,0.4783443353,1
-5,-4,5,0.1,-168.5,-0.2666666667,0.3671713698,0.4996294924,0.6119186584,-0.766296159,0.2329628257,-0.878585325,0.3452519917,-0.766296159,0.2329628257,0.4996294924,1
-5,-3,-5,10,135132,-0.2,nan,,,,,,,,,,0
-5,-3,-5,2,5532,-0.2,nan,,,,,,,,,,0
-5,-3,-5,1,1482,-0.2,nan,,,,,,,,,,0
-5,-3,-5,0.5,469.5,-0.2,nan,,,,,,,,,,0
-5,-3,-5,0.2,186,-0.2,nan,,,,,,,,,,0
-5,-3,-5,0.1428571429,159.5510204,-0.2,nan,,,,,,,,,,0
-5,-3,-5,0.1,145.5,-0.2,nan,,,,,,,,,,0
-5,-3,-4,10,135102,-0.2,nan,,,,,,,,,,0
-5,-3,-4,2,5502,-0.2,nan,,,,,,,,,,0
-5,-3,-4,1,1452,-0.2,nan,,,,,,,,,,0
-5,-3,-4,0.5,439.5,-0.2,nan,,,,,,,,,,0
-5,-3,-4,0.2,156,-0.2,nan,,,,,,,,,,0
-5,-3,-4,0.1428571429,129.5510204,-0.2,nan,,,,,,,,,,0
-5,-3,-4,0.1,115.5,-0.2,nan,,,,,,,,,,0
-5,-3,-3,10,135072,-0.2,nan,,,,,,,,,,0
-5,-3,-3,2,5472,-0.2,nan,,,,,,,,,,0
-5,-3,-3,1,1422,-0.2,nan,,,,,,,,,,0
-5,-3,-3,0.5,409.5,-0.2,nan,,,,,,,,,,0
-5,-3,-3,0.2,126,-0.2,nan,,,,,,,,,,0
-5,-3,-3,0.1428571429,99.55102041,-0.2,nan,,,,,,,,,,0
-5,-3,-3,0.1,85.5,-0.2,nan,,,,,,,,,,0
-5,-3,-2,10,135042,-0.2,nan,,,,,,,,,,0
-5,-3,-2,2,5442,-0.2,nan,,,,,,,,,,0
-5,-3,-2,1,1392,-0.2,nan,,,,,,,,,,0
-5,-3,-2,0.5,379.5,-0.2,nan,,,,,,,,,,0
-5,-3,-2,0.2,96,-0.2,nan,,,,,,,,,,0
-5,-3,-2,0.1428571429,69.55102041,-0.2,nan,,,,,,,,,,0
-5,-3,-2,0.1,55.5,-0.2,nan,,,,,,,,,,0
-5,-3,-1,10,135012,-0.2,nan,,,,,,,,,,0
-5,-3,-1,2,5412,-0.2,nan,,,,,,,,,,0
-5,-3,-1,1,1362,-0.2,nan,,,,,,,,,,0
-5,-3,-1,0.5,349.5,-0.2,nan,,,,,,,,,,0
-5,-3,-1,0.2,66,-0.2,nan,,,,,,,,,,0
-5,-3,-1,0.1428571429,39.55102041,-0.2,nan,,,,,,,,,,0
-5,-3,-1,0.1,25.5,-0.2,nan,,,,,,,,,,0
-5,-3,0,10,134982,-0.2,0.1154700538,,,,,,,,,,0
-5,-3,0,2,5382,-0.2,0.1154700538,,,,,,,,,,0
-5,-3,0,1,1332,-0.2,0.1154700538,,,,,,,,,,0
-5,-3,0,0.5,319.5,-0.2,0.1154700538,,,,,,,,,,0
-5,-3,0,0.2,36,-0.2,0.1154700538,,,,,,,,,,0
-5,-3,0,0.1428571429,9.551020408,-0.2,0.1154700538,,,,,,,,,,0
-5,-3,0,0.1,-4.5,-0.2,0.1154700538,0.08164965809,0.1,-0.2816496581,-0.1183503419,-0.3,-0.1,-0.2816496581,-0.1183503419,0.08164965809,1
-5,-3,1,10,134952,-0.2,0.1885618083,,,,,,,,,,0
-5,-3,1,2,5352,-0.2,0.1885618083,,,,,,,,,,0
-5,-3,1,1,1302,-0.2,0.1885618083,,,,,,,,,,0
-5,-3,1,0.5,289.5,-0.2,0.1885618083,,,,,,,,,,0
-5,-3,1,0.2,6,-0.2,0.1885618083,,,,,,,,,,0
-5,-3,1,0.1428571429,-20.44897959,-0.2,0.1885618083,0.1740539703,0.2131717075,-0.3740539703,-0.02594602969,-0.4131717075,0.01317170748,-0.3740539703,-0.02594602969,0.1740539703,1
-5,-3,1,0.1,-34.5,-0.2,0.1885618083,0.2260776661,0.2768874621,-0.4260776661,0.0260776661,-0.4768874621,0.0768874621,-0.4260776661,0.0260776661,0.2260776661,1
-5,-3,2,10,134922,-0.2,0.240370085,,,,,,,,,,0
-5,-3,2,2,5322,-0.2,0.240370085,,,,,,,,,,0
-5,-3,2,1,1272,-0.2,0.240370085,,,,,,,,,,0
-5,-3,2,0.5,259.5,-0.2,0.240370085,,,,,,,,,,0
-5,-3,2,0.2,-24,-0.2,0.240370085,0.1885618083,0.2309401077,-0.3885618083,-0.01143819168,-0.4309401077,0.03094010768,-0.3885618083,-0.01143819168,0.1885618083,1
-5,-3,2,0.1428571429,-50.44897959,-0.2,0.240370085,0.2733847637,0.3348265873,-0.4733847637,0.0733847637,-0.5348265873,0.1348265873,-0.4733847637,0.0733847637,0.2733847637,1
-5,-3,2,0.1,-64.5,-0.2,0.240370085,0.3091206165,0.3785938897,-0.5091206165,0.1091206165,-0.5785938897,0.1785938897,-0.5091206165,0.1091206165,0.3091206165,1
-5,-3,3,10,134892,-0.2,0.2828427125,,,,,,,,,,0
-5,-3,3,2,5292,-0.2,0.2828427125,,,,,,,,,,0
-5,-3,3,1,1242,-0.2,0.2828427125,,,,,,,,,,0
-5,-3,3,0.5,229.5,-0.2,0.2828427125,,,,,,,,,,0
-5,-3,3,0.2,-54,-0.2,0.2828427125,0.2828427125,0.3464101615,-0.4828427125,0.08284271247,-0.5464101615,0.1464101615,-0.4828427125,0.08284271247,0.2828427125,1
-5,-3,3,0.1428571429,-80.44897959,-0.2,0.2828427125,0.345229885,0.4228185311,-0.545229885,0.145229885,-0.6228185311,0.2228185311,-0.545229885,0.145229885,0.345229885,1
-5,-3,3,0.1,-94.5,-0.2,0.2828427125,0.3741657387,0.4582575695,-0.5741657387,0.1741657387,-0.6582575695,0.2582575695,-0.5741657387,0.1741657387,0.3741657387,1
-5,-3,4,10,134862,-0.2,0.3197221016,,,,,,,,,,0
-5,-3,4,2,5262,-0.2,0.3197221016,,,,,,,,,,0
-5,-3,4,1,1212,-0.2,0.3197221016,,,,,,,,,,0
-5,-3,4,0.5,199.5,-0.2,0.3197221016,,,,,,,,,,0
-5,-3,4,0.2,-84,-0.2,0.3197221016,0.3527668415,0.4320493799,-0.5527668415,0.1527668415,-0.6320493799,0.2320493799,-0.5527668415,0.1527668415,0.3527668415,1
-5,-3,4,0.1428571429,-110.4489796,-0.2,0.3197221016,0.4045097254,0.4954212116,-0.6045097254,0.2045097254,-0.6954212116,0.2954212116,-0.6045097254,0.2045097254,0.4045097254,1
-5,-3,4,0.1,-124.5,-0.2,0.3197221016,0.4294699576,0.5259911279,-0.6294699576,0.2294699576,-0.7259911279,0.3259911279,-0.6294699576,0.2294699576,0.4294699576,1
-5,-3,5,10,134832,-0.2,0.3527668415,,,,,,,,,,0
-5,-3,5,2,5232,-0.2,0.3527668415,,,,,,,,,,0
-5,-3,5,1,1182,-0.2,0.3527668415,,,,,,,,,,0
-5,-3,5,0.5,169.5,-0.2,0.3527668415,,,,,,,,,,0
-5,-3,5,0.2,-114,-0.2,0.3527668415,0.4109609335,0.5033222957,-0.6109609335,0.2109609335,-0.7033222957,0.3033222957,-0.6109609335,0.2109609335,0.4109609335,1
-5,-3,5,0.1428571429,-140.4489796,-0.2,0.3527668415,0.4561497149,0.5586670238,-0.6561497149,0.2561497149,-0.7586670238,0.3586670238,-0.6561497149,0.2561497149,0.4561497149,1
-5,-3,5,0.1,-154.5,-0.2,0.3527668415,0.4784233365,0.5859465277,-0.6784233365,0.2784233365,-0.7859465277,0.3859465277,-0.6784233365,0.2784233365,0.4784233365,1
-5,-2,-5,10,135142,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-5,2,5542,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-5,1,1492,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-5,0.5,479.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-5,0.2,196,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-5,0.1428571429,169.5510204,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-5,0.1,155.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,10,135112,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,2,5512,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,1,1462,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,0.5,449.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,0.2,166,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,0.1428571429,139.5510204,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-4,0.1,125.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,10,135082,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,2,5482,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,1,1432,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,0.5,419.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,0.2,136,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,0.1428571429,109.5510204,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-3,0.1,95.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,10,135052,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,2,5452,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,1,1402,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,0.5,389.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,0.2,106,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,0.1428571429,79.55102041,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-2,0.1,65.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,10,135022,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,2,5422,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,1,1372,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,0.5,359.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,0.2,76,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,0.1428571429,49.55102041,-0.1333333333,nan,,,,,,,,,,0
-5,-2,-1,0.1,35.5,-0.1333333333,nan,,,,,,,,,,0
-5,-2,0,10,134992,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,0,2,5392,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,0,1,1342,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,0,0.5,329.5,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,0,0.2,46,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,0,0.1428571429,19.55102041,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,0,0.1,5.5,-0.1333333333,0.07698003589,,,,,,,,,,0
-5,-2,1,10,134962,-0.1333333333,0.1677740986,,,,,,,,,,0
-5,-2,1,2,5362,-0.1333333333,0.1677740986,,,,,,,,,,0
-5,-2,1,1,1312,-0.1333333333,0.1677740986,,,,,,,,,,0
-5,-2,1,0.5,299.5,-0.1333333333,0.1677740986,,,,,,,,,,0
-5,-2,1,0.2,16,-0.1333333333,0.1677740986,,,,,,,,,,0
-5,-2,1,0.1428571429,-10.44897959,-0.1333333333,0.1677740986,0.1244185266,0.1523809524,-0.25775186,-0.008914806716,-0.2857142857,0.01904761905,-0.25775186,-0.008914806716,0.1244185266,1
