epsilon,noise_scale,delta,x_min,x_max,u,v_upper
7,0.1428571429,1,-15,15,-8.1,-1388.118673
7,0.1428571429,1,-15,15,-8,-1383.35034
7,0.1428571429,1,-15,15,-7.9,-1378.58534
7,0.1428571429,1,-15,15,-7.8,-1373.823673
7,0.1428571429,1,-15,15,-7.7,-1369.06534
7,0.1428571429,1,-15,15,-7.6,-1364.31034
7,0.1428571429,1,-15,15,-7.5,-1359.558673
7,0.1428571429,1,-15,15,-7.4,-1354.81034
7,0.1428571429,1,-15,15,-7.3,-1350.06534
7,0.1428571429,1,-15,15,-7.2,-1345.323673
7,0.1428571429,1,-15,15,-7.1,-1340.58534
7,0.1428571429,1,-15,15,-7,-1335.85034
7,0.1428571429,1,-15,15,-6.9,-1331.118673
7,0.1428571429,1,-15,15,-6.8,-1326.39034
7,0.1428571429,1,-15,15,-6.7,-1321.66534
7,0.1428571429,1,-15,15,-6.6,-1316.943673
7,0.1428571429,1,-15,15,-6.5,-1312.22534
7,0.1428571429,1,-15,15,-6.4,-1307.51034
7,0.1428571429,1,-15,15,-6.3,-1302.798673
7,0.1428571429,1,-15,15,-6.2,-1298.09034
7,0.1428571429,1,-15,15,-6.1,-1293.38534
7,0.1428571429,1,-15,15,-6,-1288.683673
7,0.1428571429,1,-15,15,-5.9,-1283.98534
7,0.1428571429,1,-15,15,-5.8,-1279.29034
7,0.1428571429,1,-15,15,-5.7,-1274.598673
7,0.1428571429,1,-15,15,-5.6,-1269.91034
7,0.1428571429,1,-15,15,-5.5,-1265.22534
7,0.1428571429,1,-15,15,-5.4,-1260.543673
7,0.1428571429,1,-15,15,-5.3,-1255.86534
7,0.1428571429,1,-15,15,-5.2,-1251.19034
7,0.1428571429,1,-15,15,-5.1,-1246.518673
7,0.1428571429,1,-15,15,-5,-1241.85034
7,0.1428571429,1,-15,15,-4.9,-1237.18534
7,0.1428571429,1,-15,15,-4.8,-1232.523673
7,0.1428571429,1,-15,15,-4.7,-1227.86534
7,0.1428571429,1,-15,15,-4.6,-1223.21034
7,0.1428571429,1,-15,15,-4.5,-1218.558673
7,0.1428571429,1,-15,15,-4.4,-1213.91034
7,0.1428571429,1,-15,15,-4.3,-1209.26534
7,0.1428571429,1,-15,15,-4.2,-1204.623673
7,0.1428571429,1,-15,15,-4.1,-1199.98534
7,0.1428571429,1,-15,15,-4,-1195.35034
7,0.1428571429,1,-15,15,-3.9,-1190.718673
7,0.1428571429,1,-15,15,-3.8,-1186.09034
7,0.1428571429,1,-15,15,-3.7,-1181.46534
7,0.1428571429,1,-15,15,-3.6,-1176.843673
7,0.1428571429,1,-15,15,-3.5,-1172.22534
7,0.1428571429,1,-15,15,-3.4,-1167.61034
7,0.1428571429,1,-15,15,-3.3,-1162.998673
7,0.1428571429,1,-15,15,-3.2,-1158.39034
7,0.1428571429,1,-15,15,-3.1,-1153.78534
7,0.1428571429,1,-15,15,-3,-1149.183673
7,0.1428571429,1,-15,15,-2.9,-1144.58534
7,0.1428571429,1,-15,15,-2.8,-1139.99034
7,0.1428571429,1,-15,15,-2.7,-1135.398673
7,0.1428571429,1,-15,15,-2.6,-1130.81034
7,0.1428571429,1,-15,15,-2.5,-1126.22534
7,0.1428571429,1,-15,15,-2.4,-1121.643673
7,0.1428571429,1,-15,15,-2.3,-1117.06534
7,0.1428571429,1,-15,15,-2.2,-1112.49034
7,0.1428571429,1,-15,15,-2.1,-1107.918673
7,0.1428571429,1,-15,15,-2,-1103.35034
7,0.1428571429,1,-15,15,-1.9,-1098.78534
7,0.1428571429,1,-15,15,-1.8,-1094.223673
7,0.1428571429,1,-15,15,-1.7,-1089.66534
7,0.1428571429,1,-15,15,-1.6,-1085.11034
7,0.1428571429,1,-15,15,-1.5,-1080.558673
7,0.1428571429,1,-15,15,-1.4,-1076.01034
7,0.1428571429,1,-15,15,-1.3,-1071.46534
7,0.1428571429,1,-15,15,-1.2,-1066.923673
7,0.1428571429,1,-15,15,-1.1,-1062.38534
7,0.1428571429,1,-15,15,-1,-1057.85034
7,0.1428571429,1,-15,15,-0.9,-1053.318673
7,0.1428571429,1,-15,15,-0.8,-1048.79034
7,0.1428571429,1,-15,15,-0.7,-1044.26534
7,0.1428571429,1,-15,15,-0.6,-1039.743673
7,0.1428571429,1,-15,15,-0.5,-1035.22534
7,0.1428571429,1,-15,15,-0.4,-1030.71034
7,0.1428571429,1,-15,15,-0.3,-1026.198673
7,0.1428571429,1,-15,15,-0.2,-1021.69034
7,0.1428571429,1,-15,15,-0.1,-1017.18534
7,0.1428571429,1,-15,15,0,-1012.683673
7,0.1428571429,1,-15,15,0.1,-1017.18534
7,0.1428571429,1,-15,15,0.2,-1021.69034
7,0.1428571429,1,-15,15,0.3,-1026.198673
7,0.1428571429,1,-15,15,0.4,-1030.71034
7,0.1428571429,1,-15,15,0.5,-1035.22534
7,0.1428571429,1,-15,15,0.6,-1039.743673
7,0.1428571429,1,-15,15,0.7,-1044.26534
7,0.1428571429,1,-15,15,0.8,-1048.79034
7,0.1428571429,1,-15,15,0.9,-1053.318673
7,0.1428571429,1,-15,15,1,-1057.85034
7,0.1428571429,1,-15,15,1.1,-1062.38534
7,0.1428571429,1,-15,15,1.2,-1066.923673
7,0.1428571429,1,-15,15,1.3,-1071.46534
7,0.1428571429,1,-15,15,1.4,-1076.01034
7,0.1428571429,1,-15,15,1.5,-1080.558673
7,0.1428571429,1,-15,15,1.6,-1085.11034
7,0.1428571429,1,-15,15,1.7,-1089.66534
7,0.1428571429,1,-15,15,1.8,-1094.223673
7,0.1428571429,1,-15,15,1.9,-1098.78534
7,0.1428571429,1,-15,15,2,-1103.35034
7,0.1428571429,1,-15,15,2.1,-1107.918673
7,0.1428571429,1,-15,15,2.2,-1112.49034
7,0.1428571429,1,-15,15,2.3,-1117.06534
7,0.1428571429,1,-15,15,2.4,-1121.643673
7,0.1428571429,1,-15,15,2.5,-1126.22534
7,0.1428571429,1,-15,15,2.6,-1130.81034
7,0.1428571429,1,-15,15,2.7,-1135.398673
7,0.1428571429,1,-15,15,2.8,-1139.99034
7,0.1428571429,1,-15,15,2.9,-1144.58534
7,0.1428571429,1,-15,15,3,-1149.183673
7,0.1428571429,1,-15,15,3.1,-1153.78534
7,0.1428571429,1,-15,15,3.2,-1158.39034
7,0.1428571429,1,-15,15,3.3,-1162.998673
7,0.1428571429,1,-15,15,3.4,-1167.61034
7,0.1428571429,1,-15,15,3.5,-1172.22534
7,0.1428571429,1,-15,15,3.6,-1176.843673
7,0.1428571429,1,-15,15,3.7,-1181.46534
7,0.1428571429,1,-15,15,3.8,-1186.09034
7,0.1428571429,1,-15,15,3.9,-1190.718673
7,0.1428571429,1,-15,15,4,-1195.35034
7,0.1428571429,1,-15,15,4.1,-1199.98534
7,0.1428571429,1,-15,15,4.2,-1204.623673
7,0.1428571429,1,-15,15,4.3,-1209.26534
7,0.1428571429,1,-15,15,4.4,-1213.91034
7,0.1428571429,1,-15,15,4.5,-1218.558673
7,0.1428571429,1,-15,15,4.6,-1223.21034
7,0.1428571429,1,-15,15,4.7,-1227.86534
7,0.1428571429,1,-15,15,4.8,-1232.523673
7,0.1428571429,1,-15,15,4.9,-1237.18534
7,0.1428571429,1,-15,15,5,-1241.85034
7,0.1428571429,1,-15,15,5.1,-1246.518673
7,0.1428571429,1,-15,15,5.2,-1251.19034
7,0.1428571429,1,-15,15,5.3,-1255.86534
7,0.1428571429,1,-15,15,5.4,-1260.543673
7,0.1428571429,1,-15,15,5.5,-1265.22534
7,0.1428571429,1,-15,15,5.6,-1269.91034
7,0.1428571429,1,-15,15,5.7,-1274.598673
7,0.1428571429,1,-15,15,5.8,-1279.29034
7,0.1428571429,1,-15,15,5.9,-1283.98534
7,0.1428571429,1,-15,15,6,-1288.683673
7,0.1428571429,1,-15,15,6.1,-1293.38534
7,0.1428571429,1,-15,15,6.2,-1298.09034
7,0.1428571429,1,-15,15,6.3,-1302.798673
7,0.1428571429,1,-15,15,6.4,-1307.51034
7,0.1428571429,1,-15,15,6.5,-1312.22534
7,0.1428571429,1,-15,15,6.6,-1316.943673
7,0.1428571429,1,-15,15,6.7,-1321.66534
7,0.1428571429,1,-15,15,6.8,-1326.39034
7,0.1428571429,1,-15,15,6.9,-1331.118673
7,0.1428571429,1,-15,15,7,-1335.85034
7,0.1428571429,1,-15,15,7.1,-1340.58534
7,0.1428571429,1,-15,15,7.2,-1345.323673
7,0.1428571429,1,-15,15,7.3,-1350.06534
7,0.1428571429,1,-15,15,7.4,-1354.81034
7,0.1428571429,1,-15,15,7.5,-1359.558673
7,0.1428571429,1,-15,15,7.6,-1364.31034
7,0.1428571429,1,-15,15,7.7,-1369.06534
7,0.1428571429,1,-15,15,7.8,-1373.823673
7,0.1428571429,1,-15,15,7.9,-1378.58534
7,0.1428571429,1,-15,15,8,-1383.35034
7,0.1428571429,1,-15,15,8.1,-1388.118673
7,0.1428571429,1,-15,15,8.2,-1392.89034
7,0.1428571429,1,-15,15,8.3,-1397.66534
7,0.1428571429,1,-15,15,8.4,-1402.443673
7,0.1428571429,1,-15,15,8.5,-1407.22534
7,0.1428571429,1,-15,15,8.6,-1412.01034
7,0.1428571429,1,-15,15,8.7,-1416.798673
7,0.1428571429,1,-15,15,8.8,-1421.59034
7,0.1428571429,1,-15,15,8.9,-1426.38534
7,0.1428571429,1,-15,15,9,-1431.183673
7,0.1428571429,1,-15,15,9.1,-1435.98534
7,0.1428571429,1,-15,15,9.2,-1440.79034
7,0.1428571429,1,-15,15,9.3,-1445.598673
7,0.1428571429,1,-15,15,9.4,-1450.41034
7,0.1428571429,1,-15,15,9.5,-1455.22534
7,0.1428571429,1,-15,15,9.6,-1460.043673
7,0.1428571429,1,-15,15,9.7,-1464.86534
7,0.1428571429,1,-15,15,9.8,-1469.69034
7,0.1428571429,1,-15,15,9.9,-1474.518673
7,0.1428571429,1,-15,15,10,-1479.35034
7,0.1428571429,1,-15,15,10.1,-1484.18534
7,0.1428571429,1,-15,15,10.2,-1489.023673
7,0.1428571429,1,-15,15,10.3,-1493.86534
7,0.1428571429,1,-15,15,10.4,-1498.71034
7,0.1428571429,1,-15,15,10.5,-1503.558673
7,0.1428571429,1,-15,15,10.6,-1508.41034
7,0.1428571429,1,-15,15,10.7,-1513.26534
7,0.1428571429,1,-15,15,10.8,-1518.123673
7,0.1428571429,1,-15,15,10.9,-1522.98534
7,0.1428571429,1,-15,15,11,-1527.85034
7,0.1428571429,1,-15,15,11.1,-1532.718673
7,0.1428571429,1,-15,15,11.2,-1537.59034
7,0.1428571429,1,-15,15,11.3,-1542.46534
7,0.1428571429,1,-15,15,11.4,-1547.343673
7,0.1428571429,1,-15,15,11.5,-1552.22534
7,0.1428571429,1,-15,15,11.6,-1557.11034
7,0.1428571429,1,-15,15,11.7,-1561.998673
7,0.1428571429,1,-15,15,11.8,-1566.89034
7,0.1428571429,1,-15,15,11.9,-1571.78534
7,0.1428571429,1,-15,15,12,-1576.683673
