epsilon,noise_scale,delta,x_min,x_max,u,v_upper
10,0.1,1,-15,15,-6.5,-1312.131667
10,0.1,1,-15,15,-6.4,-1307.416667
10,0.1,1,-15,15,-6.3,-1302.705
10,0.1,1,-15,15,-6.2,-1297.996667
10,0.1,1,-15,15,-6.1,-1293.291667
10,0.1,1,-15,15,-6,-1288.59
10,0.1,1,-15,15,-5.9,-1283.891667
10,0.1,1,-15,15,-5.8,-1279.196667
10,0.1,1,-15,15,-5.7,-1274.505
10,0.1,1,-15,15,-5.6,-1269.816667
10,0.1,1,-15,15,-5.5,-1265.131667
10,0.1,1,-15,15,-5.4,-1260.45
10,0.1,1,-15,15,-5.3,-1255.771667
10,0.1,1,-15,15,-5.2,-1251.096667
10,0.1,1,-15,15,-5.1,-1246.425
10,0.1,1,-15,15,-5,-1241.756667
10,0.1,1,-15,15,-4.9,-1237.091667
10,0.1,1,-15,15,-4.8,-1232.43
10,0.1,1,-15,15,-4.7,-1227.771667
10,0.1,1,-15,15,-4.6,-1223.116667
10,0.1,1,-15,15,-4.5,-1218.465
10,0.1,1,-15,15,-4.4,-1213.816667
10,0.1,1,-15,15,-4.3,-1209.171667
10,0.1,1,-15,15,-4.2,-1204.53
10,0.1,1,-15,15,-4.1,-1199.891667
10,0.1,1,-15,15,-4,-1195.256667
10,0.1,1,-15,15,-3.9,-1190.625
10,0.1,1,-15,15,-3.8,-1185.996667
10,0.1,1,-15,15,-3.7,-1181.371667
10,0.1,1,-15,15,-3.6,-1176.75
10,0.1,1,-15,15,-3.5,-1172.131667
10,0.1,1,-15,15,-3.4,-1167.516667
10,0.1,1,-15,15,-3.3,-1162.905
10,0.1,1,-15,15,-3.2,-1158.296667
10,0.1,1,-15,15,-3.1,-1153.691667
10,0.1,1,-15,15,-3,-1149.09
10,0.1,1,-15,15,-2.9,-1144.491667
10,0.1,1,-15,15,-2.8,-1139.896667
10,0.1,1,-15,15,-2.7,-1135.305
10,0.1,1,-15,15,-2.6,-1130.716667
10,0.1,1,-15,15,-2.5,-1126.131667
10,0.1,1,-15,15,-2.4,-1121.55
10,0.1,1,-15,15,-2.3,-1116.971667
10,0.1,1,-15,15,-2.2,-1112.396667
10,0.1,1,-15,15,-2.1,-1107.825
10,0.1,1,-15,15,-2,-1103.256667
10,0.1,1,-15,15,-1.9,-1098.691667
10,0.1,1,-15,15,-1.8,-1094.13
10,0.1,1,-15,15,-1.7,-1089.571667
10,0.1,1,-15,15,-1.6,-1085.016667
10,0.1,1,-15,15,-1.5,-1080.465
10,0.1,1,-15,15,-1.4,-1075.916667
10,0.1,1,-15,15,-1.3,-1071.371667
10,0.1,1,-15,15,-1.2,-1066.83
10,0.1,1,-15,15,-1.1,-1062.291667
10,0.1,1,-15,15,-1,-1057.756667
10,0.1,1,-15,15,-0.9,-1053.225
10,0.1,1,-15,15,-0.8,-1048.696667
10,0.1,1,-15,15,-0.7,-1044.171667
10,0.1,1,-15,15,-0.6,-1039.65
10,0.1,1,-15,15,-0.5,-1035.131667
10,0.1,1,-15,15,-0.4,-1030.616667
10,0.1,1,-15,15,-0.3,-1026.105
10,0.1,1,-15,15,-0.2,-1021.596667
10,0.1,1,-15,15,-0.1,-1017.091667
10,0.1,1,-15,15,0,-1012.59
10,0.1,1,-15,15,0.1,-1017.091667
10,0.1,1,-15,15,0.2,-1021.596667
10,0.1,1,-15,15,0.3,-1026.105
10,0.1,1,-15,15,0.4,-1030.616667
10,0.1,1,-15,15,0.5,-1035.131667
10,0.1,1,-15,15,0.6,-1039.65
10,0.1,1,-15,15,0.7,-1044.171667
10,0.1,1,-15,15,0.8,-1048.696667
10,0.1,1,-15,15,0.9,-1053.225
10,0.1,1,-15,15,1,-1057.756667
10,0.1,1,-15,15,1.1,-1062.291667
10,0.1,1,-15,15,1.2,-1066.83
10,0.1,1,-15,15,1.3,-1071.371667
10,0.1,1,-15,15,1.4,-1075.916667
10,0.1,1,-15,15,1.5,-1080.465
10,0.1,1,-15,15,1.6,-1085.016667
10,0.1,1,-15,15,1.7,-1089.571667
10,0.1,1,-15,15,1.8,-1094.13
10,0.1,1,-15,15,1.9,-1098.691667
10,0.1,1,-15,15,2,-1103.256667
10,0.1,1,-15,15,2.1,-1107.825
10,0.1,1,-15,15,2.2,-1112.396667
10,0.1,1,-15,15,2.3,-1116.971667
10,0.1,1,-15,15,2.4,-1121.55
10,0.1,1,-15,15,2.5,-1126.131667
10,0.1,1,-15,15,2.6,-1130.716667
10,0.1,1,-15,15,2.7,-1135.305
10,0.1,1,-15,15,2.8,-1139.896667
10,0.1,1,-15,15,2.9,-1144.491667
10,0.1,1,-15,15,3,-1149.09
10,0.1,1,-15,15,3.1,-1153.691667
10,0.1,1,-15,15,3.2,-1158.296667
10,0.1,1,-15,15,3.3,-1162.905
10,0.1,1,-15,15,3.4,-1167.516667
10,0.1,1,-15,15,3.5,-1172.131667
10,0.1,1,-15,15,3.6,-1176.75
10,0.1,1,-15,15,3.7,-1181.371667
10,0.1,1,-15,15,3.8,-1185.996667
10,0.1,1,-15,15,3.9,-1190.625
10,0.1,1,-15,15,4,-1195.256667
10,0.1,1,-15,15,4.1,-1199.891667
10,0.1,1,-15,15,4.2,-1204.53
10,0.1,1,-15,15,4.3,-1209.171667
10,0.1,1,-15,15,4.4,-1213.816667
10,0.1,1,-15,15,4.5,-1218.465
10,0.1,1,-15,15,4.6,-1223.116667
10,0.1,1,-15,15,4.7,-1227.771667
10,0.1,1,-15,15,4.8,-1232.43
10,0.1,1,-15,15,4.9,-1237.091667
10,0.1,1,-15,15,5,-1241.756667
10,0.1,1,-15,15,5.1,-1246.425
10,0.1,1,-15,15,5.2,-1251.096667
10,0.1,1,-15,15,5.3,-1255.771667
10,0.1,1,-15,15,5.4,-1260.45
10,0.1,1,-15,15,5.5,-1265.131667
10,0.1,1,-15,15,5.6,-1269.816667
10,0.1,1,-15,15,5.7,-1274.505
10,0.1,1,-15,15,5.8,-1279.196667
10,0.1,1,-15,15,5.9,-1283.891667
10,0.1,1,-15,15,6,-1288.59
10,0.1,1,-15,15,6.1,-1293.291667
10,0.1,1,-15,15,6.2,-1297.996667
10,0.1,1,-15,15,6.3,-1302.705
10,0.1,1,-15,15,6.4,-1307.416667
10,0.1,1,-15,15,6.5,-1312.131667
10,0.1,1,-15,15,6.6,-1316.85
10,0.1,1,-15,15,6.7,-1321.571667
10,0.1,1,-15,15,6.8,-1326.296667
10,0.1,1,-15,15,6.9,-1331.025
10,0.1,1,-15,15,7,-1335.756667
10,0.1,1,-15,15,7.1,-1340.491667
10,0.1,1,-15,15,7.2,-1345.23
10,0.1,1,-15,15,7.3,-1349.971667
10,0.1,1,-15,15,7.4,-1354.716667
10,0.1,1,-15,15,7.5,-1359.465
10,0.1,1,-15,15,7.6,-1364.216667
10,0.1,1,-15,15,7.7,-1368.971667
10,0.1,1,-15,15,7.8,-1373.73
10,0.1,1,-15,15,7.9,-1378.491667
10,0.1,1,-15,15,8,-1383.256667
10,0.1,1,-15,15,8.1,-1388.025
10,0.1,1,-15,15,8.2,-1392.796667
10,0.1,1,-15,15,8.3,-1397.571667
10,0.1,1,-15,15,8.4,-1402.35
10,0.1,1,-15,15,8.5,-1407.131667
10,0.1,1,-15,15,8.6,-1411.916667
10,0.1,1,-15,15,8.7,-1416.705
10,0.1,1,-15,15,8.8,-1421.496667
10,0.1,1,-15,15,8.9,-1426.291667
10,0.1,1,-15,15,9,-1431.09
10,0.1,1,-15,15,9.1,-1435.891667
10,0.1,1,-15,15,9.2,-1440.696667
10,0.1,1,-15,15,9.3,-1445.505
10,0.1,1,-15,15,9.4,-1450.316667
10,0.1,1,-15,15,9.5,-1455.131667
10,0.1,1,-15,15,9.6,-1459.95
10,0.1,1,-15,15,9.7,-1464.771667
10,0.1,1,-15,15,9.8,-1469.596667
10,0.1,1,-15,15,9.9,-1474.425
10,0.1,1,-15,15,10,-1479.256667
10,0.1,1,-15,15,10.1,-1484.091667
10,0.1,1,-15,15,10.2,-1488.93
10,0.1,1,-15,15,10.3,-1493.771667
10,0.1,1,-15,15,10.4,-1498.616667
10,0.1,1,-15,15,10.5,-1503.465
10,0.1,1,-15,15,10.6,-1508.316667
10,0.1,1,-15,15,10.7,-1513.171667
10,0.1,1,-15,15,10.8,-1518.03
10,0.1,1,-15,15,10.9,-1522.891667
10,0.1,1,-15,15,11,-1527.756667
10,0.1,1,-15,15,11.1,-1532.625
10,0.1,1,-15,15,11.2,-1537.496667
10,0.1,1,-15,15,11.3,-1542.371667
10,0.1,1,-15,15,11.4,-1547.25
10,0.1,1,-15,15,11.5,-1552.131667
10,0.1,1,-15,15,11.6,-1557.016667
10,0.1,1,-15,15,11.7,-1561.905
10,0.1,1,-15,15,11.8,-1566.796667
10,0.1,1,-15,15,11.9,-1571.691667
10,0.1,1,-15,15,12,-1576.59
